Downloaded on,3/27/25,,10:48:11 EDT,,,
Name,URL,,State,District,Party,Terms
"King-Hinds, Kimberlyn - Delegate",https://www.congress.gov/member/kimberlyn-king-hinds/K000404,K000404,Northern Mariana Islands,At Large,Republican,House: 2025-Present
"Knott, Brad - Representative",https://www.congress.gov/member/brad-knott/K000405,K000405,North Carolina,13,Republican,House: 2025-Present
"Krishnamoorthi, Raja - Representative",https://www.congress.gov/member/raja-krishnamoorthi/K000391,K000391,Illinois,8,Democratic,House: 2017-Present
"Kustoff, David - Representative",https://www.congress.gov/member/david-kustoff/K000392,K000392,Tennessee,8,Republican,House: 2017-Present
"LaHood, Darin - Representative",https://www.congress.gov/member/darin-lahood/L000585,L000585,Illinois,16,Republican,House: 2015-Present
"LaLota, Nick - Representative",https://www.congress.gov/member/nick-lalota/L000598,L000598,New York,1,Republican,House: 2023-Present
"LaMalfa, Doug - Representative",https://www.congress.gov/member/doug-lamalfa/L000578,L000578,California,1,Republican,House: 2013-Present
"Landsman, Greg - Representative",https://www.congress.gov/member/greg-landsman/L000601,L000601,Ohio,1,Democratic,House: 2023-Present
"Langworthy, Nicholas A. - Representative",https://www.congress.gov/member/nicholas-langworthy/L000600,L000600,New York,23,Republican,House: 2023-Present
"Larsen, Rick - Representative",https://www.congress.gov/member/rick-larsen/L000560,L000560,Washington,2,Democratic,House: 2001-Present
"Larson, John B. - Representative",https://www.congress.gov/member/john-larson/L000557,L000557,Connecticut,1,Democratic,House: 1999-Present
"Latimer, George - Representative",https://www.congress.gov/member/george-latimer/L000606,L000606,New York,16,Democratic,House: 2025-Present
"Latta, Robert E. - Representative",https://www.congress.gov/member/robert-latta/L000566,L000566,Ohio,5,Republican,House: 2007-Present
"Lawler, Michael - Representative",https://www.congress.gov/member/michael-lawler/L000599,L000599,New York,17,Republican,House: 2023-Present
"Lee, Laurel M. - Representative",https://www.congress.gov/member/laurel-lee/L000597,L000597,Florida,15,Republican,House: 2023-Present
"Lee, Summer L. - Representative",https://www.congress.gov/member/summer-lee/L000602,L000602,Pennsylvania,12,Democratic,House: 2023-Present
"Lee, Susie - Representative",https://www.congress.gov/member/susie-lee/L000590,L000590,Nevada,3,Democratic,House: 2019-Present
"Leger Fernandez, Teresa - Representative",https://www.congress.gov/member/teresa-leger-fernandez/L000273,L000273,New Mexico,3,Democratic,House: 2021-Present
"Letlow, Julia - Representative",https://www.congress.gov/member/julia-letlow/L000595,L000595,Louisiana,5,Republican,House: 2021-Present
"Levin, Mike - Representative",https://www.congress.gov/member/mike-levin/L000593,L000593,California,49,Democratic,House: 2019-Present
"Liccardo, Sam - Representative",https://www.congress.gov/member/sam-liccardo/L000607,L000607,California,16,Democratic,House: 2025-Present
"Lieu, Ted - Representative",https://www.congress.gov/member/ted-lieu/L000582,L000582,California,36,Democratic,House: 2015-Present
"Lofgren, Zoe - Representative",https://www.congress.gov/member/zoe-lofgren/L000397,L000397,California,18,Democratic,House: 1995-Present
"Loudermilk, Barry - Representative",https://www.congress.gov/member/barry-loudermilk/L000583,L000583,Georgia,11,Republican,House: 2015-Present
"Lucas, Frank D. - Representative",https://www.congress.gov/member/frank-lucas/L000491,L000491,Oklahoma,3,Republican,House: 1993-Present
"Luna, Anna Paulina - Representative",https://www.congress.gov/member/anna-paulina-luna/L000596,L000596,Florida,13,Republican,House: 2023-Present
"Luttrell, Morgan - Representative",https://www.congress.gov/member/morgan-luttrell/L000603,L000603,Texas,8,Republican,House: 2023-Present
"Lynch, Stephen F. - Representative",https://www.congress.gov/member/stephen-lynch/L000562,L000562,Massachusetts,8,Democratic,House: 2001-Present
"Mace, Nancy - Representative",https://www.congress.gov/member/nancy-mace/M000194,M000194,South Carolina,1,Republican,House: 2021-Present
"Mackenzie, Ryan - Representative",https://www.congress.gov/member/ryan-mackenzie/M001230,M001230,Pennsylvania,7,Republican,House: 2025-Present
"Magaziner, Seth - Representative",https://www.congress.gov/member/seth-magaziner/M001223,M001223,Rhode Island,2,Democratic,House: 2023-Present
"Malliotakis, Nicole - Representative",https://www.congress.gov/member/nicole-malliotakis/M000317,M000317,New York,11,Republican,House: 2021-Present
"Maloy, Celeste - Representative",https://www.congress.gov/member/celeste-maloy/M001228,M001228,Utah,2,Republican,House: 2023-Present
"Mann, Tracey - Representative",https://www.congress.gov/member/tracey-mann/M000871,M000871,Kansas,1,Republican,House: 2021-Present
"Mannion, John - Representative",https://www.congress.gov/member/john-mannion/M001231,M001231,New York,22,Democratic,House: 2025-Present
"Massie, Thomas - Representative",https://www.congress.gov/member/thomas-massie/M001184,M001184,Kentucky,4,Republican,House: 2012-Present
"Mast, Brian J. - Representative",https://www.congress.gov/member/brian-mast/M001199,M001199,Florida,21,Republican,House: 2017-Present
"Matsui, Doris O. - Representative",https://www.congress.gov/member/doris-matsui/M001163,M001163,California,7,Democratic,House: 2005-Present
"McBath, Lucy - Representative",https://www.congress.gov/member/lucy-mcbath/M001208,M001208,Georgia,6,Democratic,House: 2019-Present
"McBride, Sarah - Representative",https://www.congress.gov/member/sarah-mcbride/M001238,M001238,Delaware,At Large,Democratic,House: 2025-Present
"McCaul, Michael T. - Representative",https://www.congress.gov/member/michael-mccaul/M001157,M001157,Texas,10,Republican,House: 2005-Present
"McClain Delaney, April - Representative",https://www.congress.gov/member/april-mcclain-delaney/M001232,M001232,Maryland,6,Democratic,House: 2025-Present
"McClain, Lisa C. - Representative",https://www.congress.gov/member/lisa-mcclain/M001136,M001136,Michigan,9,Republican,House: 2021-Present
"McClellan, Jennifer L. - Representative",https://www.congress.gov/member/jennifer-mcclellan/M001227,M001227,Virginia,4,Democratic,House: 2023-Present
"McClintock, Tom - Representative",https://www.congress.gov/member/tom-mcclintock/M001177,M001177,California,5,Republican,House: 2009-Present
"McCollum, Betty - Representative",https://www.congress.gov/member/betty-mccollum/M001143,M001143,Minnesota,4,Democratic,House: 2001-Present
"McCormick, Richard - Representative",https://www.congress.gov/member/richard-mccormick/M001218,M001218,Georgia,7,Republican,House: 2023-Present
"McDonald Rivet, Kristen - Representative",https://www.congress.gov/member/kristen-mcdonald-rivet/M001237,M001237,Michigan,8,Democratic,House: 2025-Present
"McDowell, Addison - Representative",https://www.congress.gov/member/addison-mcdowell/M001240,M001240,North Carolina,6,Republican,House: 2025-Present
"McGarvey, Morgan - Representative",https://www.congress.gov/member/morgan-mcgarvey/M001220,M001220,Kentucky,3,Democratic,House: 2023-Present
"McGovern, James P. - Representative",https://www.congress.gov/member/james-mcgovern/M000312,M000312,Massachusetts,2,Democratic,House: 1997-Present
"McGuire, John - Representative",https://www.congress.gov/member/john-mcguire/M001239,M001239,Virginia,5,Republican,House: 2025-Present
"McIver, LaMonica - Representative",https://www.congress.gov/member/lamonica-mciver/M001229,M001229,New Jersey,10,Democratic,House: 2024-Present
"Meeks, Gregory W. - Representative",https://www.congress.gov/member/gregory-meeks/M001137,M001137,New York,5,Democratic,House: 1997-Present
"Menendez, Robert - Representative",https://www.congress.gov/member/robert-menendez/M001226,M001226,New Jersey,8,Democratic,House: 2023-Present
"Meng, Grace - Representative",https://www.congress.gov/member/grace-meng/M001188,M001188,New York,6,Democratic,House: 2013-Present
"Messmer, Mark - Representative",https://www.congress.gov/member/mark-messmer/M001233,M001233,Indiana,8,Republican,House: 2025-Present
"Meuser, Daniel - Representative",https://www.congress.gov/member/daniel-meuser/M001204,M001204,Pennsylvania,9,Republican,House: 2019-Present
"Mfume, Kweisi - Representative",https://www.congress.gov/member/kweisi-mfume/M000687,M000687,Maryland,7,Democratic,"House: 1987-1997, 2020-Present"
"Miller, Carol D. - Representative",https://www.congress.gov/member/carol-miller/M001205,M001205,West Virginia,1,Republican,House: 2019-Present
"Miller, Mary E. - Representative",https://www.congress.gov/member/mary-miller/M001211,M001211,Illinois,15,Republican,House: 2021-Present
"Miller, Max L. - Representative",https://www.congress.gov/member/max-miller/M001222,M001222,Ohio,7,Republican,House: 2023-Present
"Miller-Meeks, Mariannette - Representative",https://www.congress.gov/member/mariannette-miller-meeks/M001215,M001215,Iowa,1,Republican,House: 2021-Present
"Mills, Cory - Representative",https://www.congress.gov/member/cory-mills/M001216,M001216,Florida,7,Republican,House: 2023-Present
"Min, Dave - Representative",https://www.congress.gov/member/dave-min/M001241,M001241,California,47,Democratic,House: 2025-Present
"Moolenaar, John R. - Representative",https://www.congress.gov/member/john-moolenaar/M001194,M001194,Michigan,2,Republican,House: 2015-Present
"Moore, Barry - Representative",https://www.congress.gov/member/barry-moore/M001212,M001212,Alabama,1,Republican,House: 2021-Present
"Moore, Blake D. - Representative",https://www.congress.gov/member/blake-moore/M001213,M001213,Utah,1,Republican,House: 2021-Present
"Moore, Gwen - Representative",https://www.congress.gov/member/gwen-moore/M001160,M001160,Wisconsin,4,Democratic,House: 2005-Present
"Moore, Riley - Representative",https://www.congress.gov/member/riley-moore/M001235,M001235,West Virginia,2,Republican,House: 2025-Present
"Moore, Tim - Representative",https://www.congress.gov/member/tim-moore/M001236,M001236,North Carolina,14,Republican,House: 2025-Present
"Moran, Nathaniel - Representative",https://www.congress.gov/member/nathaniel-moran/M001224,M001224,Texas,1,Republican,House: 2023-Present
"Morelle, Joseph D. - Representative",https://www.congress.gov/member/joseph-morelle/M001206,M001206,New York,25,Democratic,House: 2018-Present
"Morrison, Kelly - Representative",https://www.congress.gov/member/kelly-morrison/M001234,M001234,Minnesota,3,Democratic,House: 2025-Present
"Moskowitz, Jared - Representative",https://www.congress.gov/member/jared-moskowitz/M001217,M001217,Florida,23,Democratic,House: 2023-Present
"Moulton, Seth - Representative",https://www.congress.gov/member/seth-moulton/M001196,M001196,Massachusetts,6,Democratic,House: 2015-Present
"Moylan, James C. - Delegate",https://www.congress.gov/member/james-moylan/M001219,M001219,Guam,At Large,Republican,House: 2023-Present
"Mrvan, Frank J. - Representative",https://www.congress.gov/member/frank-mrvan/M001214,M001214,Indiana,1,Democratic,House: 2021-Present
"Mullin, Kevin - Representative",https://www.congress.gov/member/kevin-mullin/M001225,M001225,California,15,Democratic,House: 2023-Present
"Murphy, Gregory F. - Representative",https://www.congress.gov/member/gregory-murphy/M001210,M001210,North Carolina,3,Republican,House: 2019-Present
"Nadler, Jerrold - Representative",https://www.congress.gov/member/jerrold-nadler/N000002,N000002,New York,12,Democratic,House: 1991-Present
"Neal, Richard E. - Representative",https://www.congress.gov/member/richard-neal/N000015,N000015,Massachusetts,1,Democratic,House: 1989-Present
"Neguse, Joe - Representative",https://www.congress.gov/member/joe-neguse/N000191,N000191,Colorado,2,Democratic,House: 2019-Present
"Nehls, Troy E. - Representative",https://www.congress.gov/member/troy-nehls/N000026,N000026,Texas,22,Republican,House: 2021-Present
"Newhouse, Dan - Representative",https://www.congress.gov/member/dan-newhouse/N000189,N000189,Washington,4,Republican,House: 2015-Present
"Norcross, Donald - Representative",https://www.congress.gov/member/donald-norcross/N000188,N000188,New Jersey,1,Democratic,House: 2014-Present
"Norman, Ralph - Representative",https://www.congress.gov/member/ralph-norman/N000190,N000190,South Carolina,5,Republican,House: 2017-Present
"Norton, Eleanor Holmes - Delegate",https://www.congress.gov/member/eleanor-norton/N000147,N000147,District of Columbia,At Large,Democratic,House: 1991-Present
"Nunn, Zachary - Representative",https://www.congress.gov/member/zachary-nunn/N000193,N000193,Iowa,3,Republican,House: 2023-Present
"Obernolte, Jay - Representative",https://www.congress.gov/member/jay-obernolte/O000019,O000019,California,23,Republican,House: 2021-Present
"Ocasio-Cortez, Alexandria - Representative",https://www.congress.gov/member/alexandria-ocasio-cortez/O000172,O000172,New York,14,Democratic,House: 2019-Present
"Ogles, Andrew - Representative",https://www.congress.gov/member/andrew-ogles/O000175,O000175,Tennessee,5,Republican,House: 2023-Present
"Olszewski, Johnny - Representative",https://www.congress.gov/member/johnny-olszewski/O000176,O000176,Maryland,2,Democratic,House: 2025-Present
"Omar, Ilhan - Representative",https://www.congress.gov/member/ilhan-omar/O000173,O000173,Minnesota,5,Democratic,House: 2019-Present
"Onder, Robert - Representative",https://www.congress.gov/member/robert-onder/O000177,O000177,Missouri,3,Republican,House: 2025-Present
"Owens, Burgess - Representative",https://www.congress.gov/member/burgess-owens/O000086,O000086,Utah,4,Republican,House: 2021-Present
"Pallone, Frank - Representative",https://www.congress.gov/member/frank-pallone/P000034,P000034,New Jersey,6,Democratic,House: 1987-Present
"Palmer, Gary J. - Representative",https://www.congress.gov/member/gary-palmer/P000609,P000609,Alabama,6,Republican,House: 2015-Present
"Panetta, Jimmy - Representative",https://www.congress.gov/member/jimmy-panetta/P000613,P000613,California,19,Democratic,House: 2017-Present
"Pappas, Chris - Representative",https://www.congress.gov/member/chris-pappas/P000614,P000614,New Hampshire,1,Democratic,House: 2019-Present
"Pelosi, Nancy - Representative",https://www.congress.gov/member/nancy-pelosi/P000197,P000197,California,11,Democratic,House: 1987-Present
"Perez, Marie Gluesenkamp - Representative",https://www.congress.gov/member/marie-perez/G000600,G000600,Washington,3,Democratic,House: 2023-Present
"Perry, Scott - Representative",https://www.congress.gov/member/scott-perry/P000605,P000605,Pennsylvania,10,Republican,House: 2013-Present
"Peters, Scott H. - Representative",https://www.congress.gov/member/scott-peters/P000608,P000608,California,50,Democratic,House: 2013-Present
"Pettersen, Brittany - Representative",https://www.congress.gov/member/brittany-pettersen/P000620,P000620,Colorado,7,Democratic,House: 2023-Present
"Pfluger, August - Representative",https://www.congress.gov/member/august-pfluger/P000048,P000048,Texas,11,Republican,House: 2021-Present
"Pingree, Chellie - Representative",https://www.congress.gov/member/chellie-pingree/P000597,P000597,Maine,1,Democratic,House: 2009-Present
"Plaskett, Stacey E. - Delegate",https://www.congress.gov/member/stacey-plaskett/P000610,P000610,Virgin Islands,At Large,Democratic,House: 2015-Present
"Pocan, Mark - Representative",https://www.congress.gov/member/mark-pocan/P000607,P000607,Wisconsin,2,Democratic,House: 2013-Present
"Pou, Nellie - Representative",https://www.congress.gov/member/nellie-pou/P000621,P000621,New Jersey,9,Democratic,House: 2025-Present
"Pressley, Ayanna - Representative",https://www.congress.gov/member/ayanna-pressley/P000617,P000617,Massachusetts,7,Democratic,House: 2019-Present
"Quigley, Mike - Representative",https://www.congress.gov/member/mike-quigley/Q000023,Q000023,Illinois,5,Democratic,House: 2009-Present
"Radewagen, Aumua Amata Coleman - Delegate",https://www.congress.gov/member/aumua-amata-radewagen/R000600,R000600,American Samoa,At Large,Republican,House: 2015-Present
"Ramirez, Delia C. - Representative",https://www.congress.gov/member/delia-ramirez/R000617,R000617,Illinois,3,Democratic,House: 2023-Present
"Randall, Emily - Representative",https://www.congress.gov/member/emily-randall/R000621,R000621,Washington,6,Democratic,House: 2025-Present
"Raskin, Jamie - Representative",https://www.congress.gov/member/jamie-raskin/R000606,R000606,Maryland,8,Democratic,House: 2017-Present
"Reschenthaler, Guy - Representative",https://www.congress.gov/member/guy-reschenthaler/R000610,R000610,Pennsylvania,14,Republican,House: 2019-Present
"Riley, Josh - Representative",https://www.congress.gov/member/josh-riley/R000622,R000622,New York,19,Democratic,House: 2025-Present
"Rivas, Luz - Representative",https://www.congress.gov/member/luz-rivas/R000620,R000620,California,29,Democratic,House: 2025-Present
"Rogers, Harold - Representative",https://www.congress.gov/member/harold-rogers/R000395,R000395,Kentucky,5,Republican,House: 1981-Present
"Rogers, Mike D. - Representative",https://www.congress.gov/member/mike-rogers/R000575,R000575,Alabama,3,Republican,House: 2003-Present
"Rose, John W. - Representative",https://www.congress.gov/member/john-rose/R000612,R000612,Tennessee,6,Republican,House: 2019-Present
"Ross, Deborah K. - Representative",https://www.congress.gov/member/deborah-ross/R000305,R000305,North Carolina,2,Democratic,House: 2021-Present
"Rouzer, David - Representative",https://www.congress.gov/member/david-rouzer/R000603,R000603,North Carolina,7,Republican,House: 2015-Present
"Roy, Chip - Representative",https://www.congress.gov/member/chip-roy/R000614,R000614,Texas,21,Republican,House: 2019-Present
"Ruiz, Raul - Representative",https://www.congress.gov/member/raul-ruiz/R000599,R000599,California,25,Democratic,House: 2013-Present
"Rulli, Michael A. - Representative",https://www.congress.gov/member/michael-rulli/R000619,R000619,Ohio,6,Republican,House: 2024-Present
"Rutherford, John H. - Representative",https://www.congress.gov/member/john-rutherford/R000609,R000609,Florida,5,Republican,House: 2017-Present
"Ryan, Patrick - Representative",https://www.congress.gov/member/patrick-ryan/R000579,R000579,New York,18,Democratic,House: 2022-Present
"Salazar, Maria Elvira - Representative",https://www.congress.gov/member/maria-salazar/S000168,S000168,Florida,27,Republican,House: 2021-Present
"Salinas, Andrea - Representative",https://www.congress.gov/member/andrea-salinas/S001226,S001226,Oregon,6,Democratic,House: 2023-Present
"Sánchez, Linda T. - Representative",https://www.congress.gov/member/linda-sanchez/S001156,S001156,California,38,Democratic,House: 2003-Present
"Scalise, Steve - Representative",https://www.congress.gov/member/steve-scalise/S001176,S001176,Louisiana,1,Republican,House: 2008-Present
"Scanlon, Mary Gay - Representative",https://www.congress.gov/member/mary-scanlon/S001205,S001205,Pennsylvania,5,Democratic,House: 2018-Present
"Schakowsky, Janice D. - Representative",https://www.congress.gov/member/janice-schakowsky/S001145,S001145,Illinois,9,Democratic,House: 1999-Present
"Schmidt, Derek - Representative",https://www.congress.gov/member/derek-schmidt/S001228,S001228,Kansas,2,Republican,House: 2025-Present
"Schneider, Bradley Scott - Representative",https://www.congress.gov/member/bradley-schneider/S001190,S001190,Illinois,10,Democratic,"House: 2013-2015, 2017-Present"
"Scholten, Hillary J. - Representative",https://www.congress.gov/member/hillary-scholten/S001221,S001221,Michigan,3,Democratic,House: 2023-Present
"Schrier, Kim - Representative",https://www.congress.gov/member/kim-schrier/S001216,S001216,Washington,8,Democratic,House: 2019-Present
"Schweikert, David - Representative",https://www.congress.gov/member/david-schweikert/S001183,S001183,Arizona,1,Republican,House: 2011-Present
"Scott, Austin - Representative",https://www.congress.gov/member/austin-scott/S001189,S001189,Georgia,8,Republican,House: 2011-Present
"Scott, David - Representative",https://www.congress.gov/member/david-scott/S001157,S001157,Georgia,13,Democratic,House: 2003-Present
"Scott, Robert C. ""Bobby"" - Representative",https://www.congress.gov/member/robert-scott/S000185,S000185,Virginia,3,Democratic,House: 1993-Present
"Self, Keith - Representative",https://www.congress.gov/member/keith-self/S001224,S001224,Texas,3,Republican,House: 2023-Present
"Sessions, Pete - Representative",https://www.congress.gov/member/pete-sessions/S000250,S000250,Texas,17,Republican,"House: 1997-2019, 2021-Present"
"Sewell, Terri A. - Representative",https://www.congress.gov/member/terri-sewell/S001185,S001185,Alabama,7,Democratic,House: 2011-Present
"Sherman, Brad - Representative",https://www.congress.gov/member/brad-sherman/S000344,S000344,California,32,Democratic,House: 1997-Present
"Sherrill, Mikie - Representative",https://www.congress.gov/member/mikie-sherrill/S001207,S001207,New Jersey,11,Democratic,House: 2019-Present
"Shreve, Jefferson - Representative",https://www.congress.gov/member/jefferson-shreve/S001229,S001229,Indiana,6,Republican,House: 2025-Present
"Simon, Lateefah - Representative",https://www.congress.gov/member/lateefah-simon/S001231,S001231,California,12,Democratic,House: 2025-Present
"Simpson, Michael K. - Representative",https://www.congress.gov/member/michael-simpson/S001148,S001148,Idaho,2,Republican,House: 1999-Present
"Smith, Adam - Representative",https://www.congress.gov/member/adam-smith/S000510,S000510,Washington,9,Democratic,House: 1997-Present
"Smith, Adrian - Representative",https://www.congress.gov/member/adrian-smith/S001172,S001172,Nebraska,3,Republican,House: 2007-Present
"Smith, Christopher H. - Representative",https://www.congress.gov/member/christopher-smith/S000522,S000522,New Jersey,4,Republican,House: 1981-Present
"Smith, Jason - Representative",https://www.congress.gov/member/jason-smith/S001195,S001195,Missouri,8,Republican,House: 2013-Present
"Smucker, Lloyd - Representative",https://www.congress.gov/member/lloyd-smucker/S001199,S001199,Pennsylvania,11,Republican,House: 2017-Present
"Sorensen, Eric - Representative",https://www.congress.gov/member/eric-sorensen/S001225,S001225,Illinois,17,Democratic,House: 2023-Present
"Soto, Darren - Representative",https://www.congress.gov/member/darren-soto/S001200,S001200,Florida,9,Democratic,House: 2017-Present
"Spartz, Victoria - Representative",https://www.congress.gov/member/victoria-spartz/S000929,S000929,Indiana,5,Republican,House: 2021-Present
"Stansbury, Melanie A. - Representative",https://www.congress.gov/member/melanie-stansbury/S001218,S001218,New Mexico,1,Democratic,House: 2021-Present
"Stanton, Greg - Representative",https://www.congress.gov/member/greg-stanton/S001211,S001211,Arizona,4,Democratic,House: 2019-Present
"Stauber, Pete - Representative",https://www.congress.gov/member/pete-stauber/S001212,S001212,Minnesota,8,Republican,House: 2019-Present
"Stefanik, Elise M. - Representative",https://www.congress.gov/member/elise-stefanik/S001196,S001196,New York,21,Republican,House: 2015-Present
"Steil, Bryan - Representative",https://www.congress.gov/member/bryan-steil/S001213,S001213,Wisconsin,1,Republican,House: 2019-Present
"Steube, W. Gregory - Representative",https://www.congress.gov/member/w-steube/S001214,S001214,Florida,17,Republican,House: 2019-Present
"Stevens, Haley M. - Representative",https://www.congress.gov/member/haley-stevens/S001215,S001215,Michigan,11,Democratic,House: 2019-Present
"Strickland, Marilyn - Representative",https://www.congress.gov/member/marilyn-strickland/S001159,S001159,Washington,10,Democratic,House: 2021-Present
"Strong, Dale W. - Representative",https://www.congress.gov/member/dale-strong/S001220,S001220,Alabama,5,Republican,House: 2023-Present
"Stutzman, Marlin A. - Representative",https://www.congress.gov/member/marlin-stutzman/S001188,S001188,Indiana,3,Republican,"House: 2010-2017, 2025-Present"
"Subramanyam, Suhas - Representative",https://www.congress.gov/member/suhas-subramanyam/S001230,S001230,Virginia,10,Democratic,House: 2025-Present
"Suozzi, Thomas R. - Representative",https://www.congress.gov/member/thomas-suozzi/S001201,S001201,New York,3,Democratic,House: 2017-Present
"Swalwell, Eric - Representative",https://www.congress.gov/member/eric-swalwell/S001193,S001193,California,14,Democratic,House: 2013-Present
"Sykes, Emilia Strong - Representative",https://www.congress.gov/member/emilia-sykes/S001223,S001223,Ohio,13,Democratic,House: 2023-Present
"Takano, Mark - Representative",https://www.congress.gov/member/mark-takano/T000472,T000472,California,39,Democratic,House: 2013-Present
"Taylor, David - Representative",https://www.congress.gov/member/david-taylor/T000490,T000490,Ohio,2,Republican,House: 2025-Present
"Tenney, Claudia - Representative",https://www.congress.gov/member/claudia-tenney/T000478,T000478,New York,24,Republican,"House: 2017-2019, 2021-Present"
"Thanedar, Shri - Representative",https://www.congress.gov/member/shri-thanedar/T000488,T000488,Michigan,13,Democratic,House: 2023-Present
"Thompson, Bennie G. - Representative",https://www.congress.gov/member/bennie-thompson/T000193,T000193,Mississippi,2,Democratic,House: 1993-Present
"Thompson, Glenn - Representative",https://www.congress.gov/member/glenn-thompson/T000467,T000467,Pennsylvania,15,Republican,House: 2009-Present
"Thompson, Mike - Representative",https://www.congress.gov/member/mike-thompson/T000460,T000460,California,4,Democratic,House: 1999-Present
"Tiffany, Thomas P. - Representative",https://www.congress.gov/member/thomas-tiffany/T000165,T000165,Wisconsin,7,Republican,House: 2020-Present
"Timmons, William R. - Representative",https://www.congress.gov/member/william-timmons/T000480,T000480,South Carolina,4,Republican,House: 2019-Present
"Titus, Dina - Representative",https://www.congress.gov/member/dina-titus/T000468,T000468,Nevada,1,Democratic,"House: 2009-2011, 2013-Present"
"Tlaib, Rashida - Representative",https://www.congress.gov/member/rashida-tlaib/T000481,T000481,Michigan,12,Democratic,House: 2019-Present
"Tokuda, Jill N. - Representative",https://www.congress.gov/member/jill-tokuda/T000487,T000487,Hawaii,2,Democratic,House: 2023-Present
"Tonko, Paul - Representative",https://www.congress.gov/member/paul-tonko/T000469,T000469,New York,20,Democratic,House: 2009-Present
"Torres, Norma J. - Representative",https://www.congress.gov/member/norma-torres/T000474,T000474,California,35,Democratic,House: 2015-Present
"Torres, Ritchie - Representative",https://www.congress.gov/member/ritchie-torres/T000486,T000486,New York,15,Democratic,House: 2021-Present
"Trahan, Lori - Representative",https://www.congress.gov/member/lori-trahan/T000482,T000482,Massachusetts,3,Democratic,House: 2019-Present
"Tran, Derek - Representative",https://www.congress.gov/member/derek-tran/T000491,T000491,California,45,Democratic,House: 2025-Present
"Turner, Michael R. - Representative",https://www.congress.gov/member/michael-turner/T000463,T000463,Ohio,10,Republican,House: 2003-Present
"Underwood, Lauren - Representative",https://www.congress.gov/member/lauren-underwood/U000040,U000040,Illinois,14,Democratic,House: 2019-Present
"Valadao, David G. - Representative",https://www.congress.gov/member/david-valadao/V000129,V000129,California,22,Republican,"House: 2013-2019, 2021-Present"
"Van Drew, Jefferson - Representative",https://www.congress.gov/member/jefferson-van-drew/V000133,V000133,New Jersey,2,Republican,House: 2019-Present
"Van Duyne, Beth - Representative",https://www.congress.gov/member/beth-van-duyne/V000134,V000134,Texas,24,Republican,House: 2021-Present
"Van Orden, Derrick - Representative",https://www.congress.gov/member/derrick-van-orden/V000135,V000135,Wisconsin,3,Republican,House: 2023-Present
"Vargas, Juan - Representative",https://www.congress.gov/member/juan-vargas/V000130,V000130,California,52,Democratic,House: 2013-Present
"Vasquez, Gabe - Representative",https://www.congress.gov/member/gabe-vasquez/V000136,V000136,New Mexico,2,Democratic,House: 2023-Present
"Veasey, Marc A. - Representative",https://www.congress.gov/member/marc-veasey/V000131,V000131,Texas,33,Democratic,House: 2013-Present
"Velázquez, Nydia M. - Representative",https://www.congress.gov/member/nydia-velazquez/V000081,V000081,New York,7,Democratic,House: 1993-Present
"Vindman, Eugene - Representative",https://www.congress.gov/member/eugene-vindman/V000138,V000138,Virginia,7,Democratic,House: 2025-Present
"Wagner, Ann - Representative",https://www.congress.gov/member/ann-wagner/W000812,W000812,Missouri,2,Republican,House: 2013-Present
"Walberg, Tim - Representative",https://www.congress.gov/member/tim-walberg/W000798,W000798,Michigan,5,Republican,"House: 2007-2009, 2011-Present"
"Wasserman Schultz, Debbie - Representative",https://www.congress.gov/member/debbie-wasserman-schultz/W000797,W000797,Florida,25,Democratic,House: 2005-Present
"Waters, Maxine - Representative",https://www.congress.gov/member/maxine-waters/W000187,W000187,California,43,Democratic,House: 1991-Present
"Watson Coleman, Bonnie - Representative",https://www.congress.gov/member/bonnie-watson-coleman/W000822,W000822,New Jersey,12,Democratic,House: 2015-Present
"Weber, Randy K. Sr. - Representative",https://www.congress.gov/member/randy-weber/W000814,W000814,Texas,14,Republican,House: 2013-Present
"Webster, Daniel - Representative",https://www.congress.gov/member/daniel-webster/W000806,W000806,Florida,11,Republican,House: 2011-Present
"Westerman, Bruce - Representative",https://www.congress.gov/member/bruce-westerman/W000821,W000821,Arkansas,4,Republican,House: 2015-Present
"Whitesides, George - Representative",https://www.congress.gov/member/george-whitesides/W000830,W000830,California,27,Democratic,House: 2025-Present
"Wied, Tony - Representative",https://www.congress.gov/member/tony-wied/W000829,W000829,Wisconsin,8,Republican,House: 2024-Present
"Williams, Nikema - Representative",https://www.congress.gov/member/nikema-williams/W000788,W000788,Georgia,5,Democratic,House: 2021-Present
"Williams, Roger - Representative",https://www.congress.gov/member/roger-williams/W000816,W000816,Texas,25,Republican,House: 2013-Present
"Wilson, Frederica S. - Representative",https://www.congress.gov/member/frederica-wilson/W000808,W000808,Florida,24,Democratic,House: 2011-Present
"Wilson, Joe - Representative",https://www.congress.gov/member/joe-wilson/W000795,W000795,South Carolina,2,Republican,House: 2001-Present
"Wittman, Robert J. - Representative",https://www.congress.gov/member/robert-wittman/W000804,W000804,Virginia,1,Republican,House: 2007-Present
"Womack, Steve - Representative",https://www.congress.gov/member/steve-womack/W000809,W000809,Arkansas,3,Republican,House: 2011-Present
"Yakym, Rudy - Representative",https://www.congress.gov/member/rudy-yakym/Y000067,Y000067,Indiana,2,Republican,House: 2022-Present
"Zinke, Ryan K. - Representative",https://www.congress.gov/member/ryan-zinke/Z000018,Z000018,Montana,1,Republican,"House: 2015-2017, 2023-Present"
