id,media_type,url,document_id
ef8e4b11-5dcf-439a-a007-bc3a7aeffa3c,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/59,bc89cd06-45fb-4fcf-b10f-e913f9325aac
b0644a2d-48c5-4333-97aa-b11bb74c1817,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/58,c32d4ad1-ad4b-48fd-8d11-8ef8777d0cbb
afa426bc-56fb-4c97-b5ec-c47968c4de00,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/57,0f35d564-1405-4ad3-b16b-736d6d89501b
9d6409df-f811-460a-acc3-ffe414bfe7d4,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/56,ea1f125a-bbf8-4a7c-876e-2acbe9c1a7ac
0e88236d-98fd-4f14-bd96-df694536c537,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/55,647b586e-d71b-418e-8de8-2bc7ef695b0c
7172ac6c-9094-4fea-affc-8d4c3bc6b5df,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/54,0b6f19a8-3fa5-4b0b-a824-989e522768fc
1d371f7f-65c4-47fb-9c88-9a13e1e5ff03,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/53,cde73182-2f48-4ad5-8445-71ee7d5e0e54
f7f00e08-db5d-4e1a-ab7a-e1977e0983db,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/52,c0ad30e5-09ec-4681-8d82-64d9a49719bb
96b07b2a-1aec-497d-a191-a74e92967179,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/51,c80d34f1-2a49-4e1b-bd57-a2576b7f0143
6469b3f8-a243-4363-9a0a-042cb55bf3c7,application/pdf,https://www.congress.gov/119/crpt/hrpt3/CRPT-119hrpt3.pdf,a25fdb1c-b401-4728-a04d-760ac8f91408
17c03806-b8be-466e-b4f8-569edd6130c2,application/pdf,https://www.congress.gov/119/crpt/hrpt15/CRPT-119hrpt15.pdf,de205dfa-ea07-4108-aa73-3c3ea42af0a8
6f27ff8e-a854-4881-a6b1-25fb637b708a,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/50,6f2255c8-9a93-40ce-b640-be225c0655f9
fa6c00a4-8f8a-4070-9d02-702cab67cf54,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/5,56b68937-5df1-47b3-bcad-6dd332ac1f52
124d6d29-753c-4b11-b5c2-47657414d87c,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/49,df92288e-7a98-41d5-af8b-108ada9b9ac1
8845ddb9-d3b1-4aac-a1b9-52171b5ef5e9,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/48,19a3572f-7f28-4e5e-bfa3-77972a97d3d1
54d8c294-2dff-441e-8e36-2ecc258c389b,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/47,2f85118a-1f06-4bfd-9473-6bf3e459d294
