id,bill_id,related_bill_id,identifier,legislative_session,relation_type
740b25a8-b1e5-46fe-a13e-0ba1cb683fb1,ocd-bill/5a0ec47d-b2b0-4514-8fc5-f91a6d226d6d,ocd-bill/07b338d0-749c-4529-9acb-755669623e28,HR 470,119,companion
1c664e0a-bc9b-4dfc-aa06-3061321bc39d,ocd-bill/1a95d7ab-2844-4b70-a383-b6502f5eace1,ocd-bill/d1325b9b-8ef2-4b19-8096-00f7243083fd,HR 507,119,companion
b44be88c-ae95-4eb9-b1df-a916830e5dac,ocd-bill/e03b2d7f-f5c0-4d3b-87db-dc59ae39fdd3,ocd-bill/01a62a64-b294-47ee-a160-f9b913571744,HR 1048,119,companion
9d6844db-da96-4eff-ae00-5e052265798e,ocd-bill/0441fbad-bca2-4ef2-8243-3c98c61c8413,ocd-bill/9e5ffa54-4cf7-4060-95c1-fcabd112f338,HR 282,119,companion
f0c44828-9425-4c4d-9f29-703cfd2b04ef,ocd-bill/d8f14cb1-7abd-4a67-96fe-192bb1b9c6b6,ocd-bill/3644459c-4537-4fe8-ace9-28b6402ffc99,HR 296,119,companion
8dedce7e-2e5a-44d7-8e70-ca345cccc27e,ocd-bill/3644459c-4537-4fe8-ace9-28b6402ffc99,ocd-bill/d8f14cb1-7abd-4a67-96fe-192bb1b9c6b6,S 34,119,companion
3ad19c50-efe8-45f7-af29-6974254757d3,ocd-bill/9e5ffa54-4cf7-4060-95c1-fcabd112f338,ocd-bill/0441fbad-bca2-4ef2-8243-3c98c61c8413,S 58,119,companion
d9bdd55e-a318-4afd-9ef8-a34f5202654d,ocd-bill/9dd8c5ed-ec7f-4faa-b6c3-58feb048df38,ocd-bill/d51123ad-7bed-4ec4-9d48-d5acebafdd61,HR 974,119,companion
964e30ba-64dd-4320-8037-2e7596ca26aa,ocd-bill/2369d066-912b-4714-8c10-2a8331d80dda,ocd-bill/d66319f1-792e-4bbd-96d6-2c09f4b4b4b5,S 843,119,companion
50c5de2e-d2d7-4930-aef4-903f6c01376c,ocd-bill/fd429e0a-9c1b-451b-aaf4-8de59f73e025,ocd-bill/ad018c0c-5c83-4f84-85f7-18dff0fe01c6,S 316,119,companion
067f19dc-8c64-435e-b2c4-bab1d795bbde,ocd-bill/2da64513-9be4-4daa-8a90-e2c95f4879d9,ocd-bill/31cb53ba-64b4-4308-8e25-900cb7407a8a,S 397,119,companion
afb57e85-bb30-4edd-9c27-f8694102f897,ocd-bill/6821b7fb-38e7-4b78-8694-13b6218cdc2c,ocd-bill/afd08512-ccbe-4a64-8e48-d50b43083289,S 189,119,companion
7f2d9fee-7c8a-402f-a953-94d7b36371d1,ocd-bill/05ef2c1c-bc8c-4cba-906b-c4792a29b59c,ocd-bill/9e10d964-99aa-4eab-a56b-ea370c64763a,HR 924,119,companion
e2fe1a62-3f1d-426f-9501-c9ac32d912d4,ocd-bill/9e10d964-99aa-4eab-a56b-ea370c64763a,ocd-bill/05ef2c1c-bc8c-4cba-906b-c4792a29b59c,S 398,119,companion
0bb5b95f-da1b-41e2-a203-f58b19944044,ocd-bill/afd08512-ccbe-4a64-8e48-d50b43083289,ocd-bill/6821b7fb-38e7-4b78-8694-13b6218cdc2c,HR 1055,119,companion
9094c6d0-45de-40a8-b2b4-6ecc4bb82c84,ocd-bill/eca9fb49-4bb1-42d4-9fe9-03dd220a6c36,ocd-bill/467b48e8-1145-487d-ba72-66e2fab5a291,S 391,119,companion
907e4ae7-dd0a-47dc-8269-691c1f2490dc,ocd-bill/c85bfba9-da6c-4ad7-90d0-18b67dea7af4,ocd-bill/7732e55c-88fe-4006-9314-34d2670074f7,HR 185,119,companion
a995eb88-d100-4bdc-abd3-06a14e4f5b81,ocd-bill/467b48e8-1145-487d-ba72-66e2fab5a291,ocd-bill/eca9fb49-4bb1-42d4-9fe9-03dd220a6c36,HR 944,119,companion
3e0d4b50-87ea-4ffe-bac1-8bdfae9778a9,ocd-bill/ad018c0c-5c83-4f84-85f7-18dff0fe01c6,ocd-bill/fd429e0a-9c1b-451b-aaf4-8de59f73e025,HR 281,119,companion
ef4c67a7-e9b5-4d9c-83b9-6bfc32e1b1b1,ocd-bill/e039b2c1-6914-4d5f-92cc-0a96a0be9f4c,ocd-bill/696115d2-7ec0-4847-9c9d-9cc5694e3861,HR 850,119,companion
01f4fa03-8276-44f2-b8e4-13bc86dc61e5,ocd-bill/696115d2-7ec0-4847-9c9d-9cc5694e3861,ocd-bill/e039b2c1-6914-4d5f-92cc-0a96a0be9f4c,S 345,119,companion
88a2f3d1-d282-4ded-9c7a-022bcd38b1ea,ocd-bill/4c8cef08-440d-414a-8f04-f72635128114,ocd-bill/2611f459-1d69-41ca-ac5f-0c91864ec038,HR 923,119,companion
87392ed6-0bc0-4030-ad9a-3ec104a781b8,ocd-bill/31cb53ba-64b4-4308-8e25-900cb7407a8a,ocd-bill/2da64513-9be4-4daa-8a90-e2c95f4879d9,HR 1021,119,companion
83c01137-6db9-4e0a-9a7d-3a8835237d2e,ocd-bill/d66319f1-792e-4bbd-96d6-2c09f4b4b4b5,ocd-bill/2369d066-912b-4714-8c10-2a8331d80dda,HR 347,119,companion
af56fe93-410e-47dd-b673-37cddf3ae58e,ocd-bill/7eba74d8-3c95-4867-983d-2f968c52d407,ocd-bill/689ed110-a83d-49c6-8ec5-de8fd0ccd62b,HRES 193,119,companion
1fb1667c-d937-4a5f-ba8f-7caa0674a2f0,ocd-bill/689ed110-a83d-49c6-8ec5-de8fd0ccd62b,ocd-bill/7eba74d8-3c95-4867-983d-2f968c52d407,HRES 197,119,companion
8544a175-4b9b-4f1c-b288-e8bdb8f102f1,ocd-bill/987dd701-a2a8-49d9-9d5d-f5c298e51bd9,ocd-bill/5e22842a-6b09-4ba6-bea6-dc211228d993,SJRES 6,119,companion
936427aa-4f9c-45fb-92b4-be9327ac00c3,ocd-bill/b86032d6-a53b-4847-a7e0-5a42f04c5799,ocd-bill/f63fcfd6-14db-4bfa-a20c-765c8c3074a3,S 112,119,companion
6d80946c-227d-4e51-8a8d-670fae00ae1c,ocd-bill/880da152-5da7-4070-aca0-3d9d3eab09fe,ocd-bill/343f5b55-6db5-45b1-900e-b7bfa7ba2940,S 123,119,companion
fcebf34e-da41-48a4-8387-c8c433aaf657,ocd-bill/d1325b9b-8ef2-4b19-8096-00f7243083fd,ocd-bill/1a95d7ab-2844-4b70-a383-b6502f5eace1,S 110,119,companion
89e869b8-c8b9-499d-a7a3-726a48fd41b8,ocd-bill/07b338d0-749c-4529-9acb-755669623e28,ocd-bill/5a0ec47d-b2b0-4514-8fc5-f91a6d226d6d,S 111,119,companion
efb9cb27-1612-4429-8bb7-2945c86bd94f,ocd-bill/343f5b55-6db5-45b1-900e-b7bfa7ba2940,ocd-bill/880da152-5da7-4070-aca0-3d9d3eab09fe,HR 532,119,companion
e8cfe216-8c70-4e6c-9581-4c6bdd9f1ea1,ocd-bill/f63fcfd6-14db-4bfa-a20c-765c8c3074a3,ocd-bill/b86032d6-a53b-4847-a7e0-5a42f04c5799,HR 551,119,companion
cade9fcf-02d5-44c8-9aa7-a7cea0998ff6,ocd-bill/c1ae70fb-b332-4b56-a328-079a979e737d,ocd-bill/fd7bbc8a-f080-4e9c-82bc-13f0b54fc212,HR 514,119,companion
7edc2830-2a66-4008-802a-6e8c4471d676,ocd-bill/fd7bbc8a-f080-4e9c-82bc-13f0b54fc212,ocd-bill/c1ae70fb-b332-4b56-a328-079a979e737d,S 22,119,companion
4978298d-cee1-47f4-b394-19e6ed3d14bd,ocd-bill/aae01c67-1682-43b0-b4d5-86862e3dc2d7,ocd-bill/125f861e-d7ea-4e3a-a5d9-16ba3f30a06c,S 233,119,companion
ca0ac58a-3c93-48e4-9f2e-4c360c9f5e6b,ocd-bill/99418eda-07df-4e2d-a20e-0951ed25495c,ocd-bill/774a0674-0d22-4edf-87b8-08bc1ea86ffa,S 143,119,companion
f529b535-9590-4f1d-a93e-4c2e823b666e,ocd-bill/97fde2ae-b45e-4b7e-ad44-a95a95ac3f9f,ocd-bill/64132b9b-fdb2-4e7d-b1f5-41cd1d38cdc0,S 5,119,companion
b93794ca-2432-4447-98a9-fadbdc0ed48e,ocd-bill/a66a7af6-fd93-43f4-b38a-b5557bcc6806,ocd-bill/d070ec43-7519-4725-94e3-24af471c08a4,HR 137,119,companion
997ee866-b697-45ee-a9b5-42fbae32e592,ocd-bill/cb48b85f-1307-47c3-9b97-b8a5842d0647,ocd-bill/3bbba0b5-1978-4c2a-ae78-1b56677981f3,S 56,119,companion
99425615-0d61-4059-aa91-4ec87b13f195,ocd-bill/d6fe9e97-1282-4936-9c24-0c39ac5e3f15,ocd-bill/dc08b8da-64aa-424b-815d-e79fb7b6ce9b,S 64,119,companion
884ba44d-8aea-42b7-a52d-d5509580d988,ocd-bill/820c752b-51d7-4af5-bc68-85efc8bf0ad3,ocd-bill/90179016-b7dd-422e-949f-95c7b94d2121,HR 539,119,companion
70d7cb98-cc1d-4bf0-8f47-5cd8bb0babc1,ocd-bill/3bbba0b5-1978-4c2a-ae78-1b56677981f3,ocd-bill/cb48b85f-1307-47c3-9b97-b8a5842d0647,HR 289,119,companion
54587d78-1a19-4c56-84dc-5faecf5c88bd,ocd-bill/dc08b8da-64aa-424b-815d-e79fb7b6ce9b,ocd-bill/d6fe9e97-1282-4936-9c24-0c39ac5e3f15,HR 279,119,companion
9cdd7945-fc89-4a2c-bd50-6139e8970972,ocd-bill/64132b9b-fdb2-4e7d-b1f5-41cd1d38cdc0,ocd-bill/97fde2ae-b45e-4b7e-ad44-a95a95ac3f9f,S 149,119,companion
4f9f3f4a-58ca-40bc-a0e6-67b4c7b56094,ocd-bill/64132b9b-fdb2-4e7d-b1f5-41cd1d38cdc0,ocd-bill/6e6c2729-384e-4eb9-96a2-d6d06bcbbc57,HRES 53,119,companion
81a6cac6-65fc-4b11-a451-40cce168e7c8,ocd-bill/64132b9b-fdb2-4e7d-b1f5-41cd1d38cdc0,ocd-bill/bf8ba42d-25e2-4f17-8a43-efd0018a4138,HR 29,119,companion
e7aa8481-008d-4375-b034-ba474e23eeba,ocd-bill/d34c62ce-1ab4-4e26-b977-d657ec20a114,ocd-bill/1fb5b7f2-bfe8-40d2-8b2e-179b8039641d,HCONRES 4,119,companion
7a5317af-1d19-445b-b2b8-e316ceb72c5e,ocd-bill/1fb5b7f2-bfe8-40d2-8b2e-179b8039641d,ocd-bill/d34c62ce-1ab4-4e26-b977-d657ec20a114,SCONRES 6,119,companion
17c07cd1-c167-4ef0-b782-157d3da70f6f,ocd-bill/5e6c9a23-d187-4092-be4a-f2d9ef3d9fb5,ocd-bill/63c56e27-dde5-4212-b20e-ce6c23a1850d,HR 880,119,companion
18ca5f1c-4795-44c6-b3b4-27f7b178cfd4,ocd-bill/beb913f4-033a-4fa5-a44a-9d987a40edff,ocd-bill/845f2df8-e958-40d4-9c52-c453573d2ed6,HR 852,119,companion
541e11ef-65f1-4918-b1fd-0b89711a3d29,ocd-bill/1d5663fe-6903-41fb-aeac-b0fc71d2e4cf,ocd-bill/9696d937-29ea-4e73-89d9-b2d5bed3f19e,SRES 61,119,companion
64d7d78a-9a2d-4f88-af4d-854590d262a6,ocd-bill/90179016-b7dd-422e-949f-95c7b94d2121,ocd-bill/820c752b-51d7-4af5-bc68-85efc8bf0ad3,S 106,119,companion
6799706e-76a0-4ee2-9b12-53c5ba5ad542,ocd-bill/774a0674-0d22-4edf-87b8-08bc1ea86ffa,ocd-bill/99418eda-07df-4e2d-a20e-0951ed25495c,HR 313,119,companion
da265668-e297-42b8-8dc5-6c4f57a07bb7,ocd-bill/db2250b4-b34b-4b4e-b53e-9ac3259b86c2,ocd-bill/4d831b97-8fa2-445d-ab08-fd4bf01b256b,SRES 81,119,companion
a6924c5f-0741-4e11-9179-b4e4c100b7ac,ocd-bill/4e6ca12c-db58-4d8c-8f68-3874667ebf29,ocd-bill/8231f630-bacb-4c6a-b6af-a22e3b60c211,SJRES 8,119,companion
f8d0f148-d62e-4075-8faa-3cc6eedb1aba,ocd-bill/464e2f99-225d-4c74-a1a3-60d4ddc5d09e,ocd-bill/eabfd46a-5e65-4697-84a7-a3cfbe6b4ef6,SRES 43,119,companion
15bb13a2-903c-4270-b5fe-833bee6120c0,ocd-bill/8d77d28e-ebc6-4813-adcf-ea14811f6fb6,ocd-bill/52e1575c-dfbd-4f03-aabf-636d07a9d955,S 195,119,companion
988c208d-a917-403f-9c20-44eed688169f,ocd-bill/eabfd46a-5e65-4697-84a7-a3cfbe6b4ef6,ocd-bill/464e2f99-225d-4c74-a1a3-60d4ddc5d09e,HRES 105,119,companion
2626907a-9b47-41c0-b72d-1e772c6bfc7f,ocd-bill/8231f630-bacb-4c6a-b6af-a22e3b60c211,ocd-bill/4e6ca12c-db58-4d8c-8f68-3874667ebf29,HJRES 23,119,companion
292c1068-3757-4629-b8cc-48537dae83d5,ocd-bill/3e7c8ebe-ea80-41bf-87af-d79654037cb8,ocd-bill/340d2c1b-bd74-4dcb-923f-0111fcf8bce8,S 150,119,companion
3ed916b3-2094-4018-a7bb-d8771fef7ac6,ocd-bill/6b220344-c4b7-4da2-ae9f-353af279a8b0,ocd-bill/62b25b6f-edf7-4d0b-9dae-d2719aafd763,SJRES 15,119,companion
ae763999-a1a6-40fe-8bf6-31676eb06662,ocd-bill/d9b4d9f9-9949-4be5-882c-6adf050d12cb,ocd-bill/ca6e8c6e-7713-4d50-b393-b8eb7b2f0597,S 331,119,companion
ed7a94f1-41b7-4211-b019-853538fa564e,ocd-bill/d9b4d9f9-9949-4be5-882c-6adf050d12cb,ocd-bill/dd211b8a-f279-49bd-b287-8568649b923c,HRES 93,119,companion
4c602cbc-e0db-4ae7-83b8-41622cae425d,ocd-bill/49ee3d7a-e569-4c82-abb1-7b2497fec59d,ocd-bill/0c4e80ff-e8fa-447b-ab0f-a64b5ee89cef,S 158,119,companion
bbe93345-5044-4c41-8d4b-fdc92c5d1139,ocd-bill/49ee3d7a-e569-4c82-abb1-7b2497fec59d,ocd-bill/2c089ed7-8815-4d47-b432-e93c7c9eb1df,HRES 5,119,companion
e146c89b-a246-4ce4-b454-228b58b24002,ocd-bill/b2402c21-b2cb-41cc-a18d-d2ab950bc45e,ocd-bill/6ca6afba-70d8-4fd1-b362-52b72bfbbf66,S 137,119,companion
c846d4c3-182b-491d-8b38-5996624dbb2b,ocd-bill/a996c393-ffda-4748-83d0-9ee841225545,ocd-bill/f7595e70-6c1d-4b87-868e-c21965930684,S 129,119,companion
14fe5a43-5e59-4add-896a-9a32b86659a2,ocd-bill/f7595e70-6c1d-4b87-868e-c21965930684,ocd-bill/a996c393-ffda-4748-83d0-9ee841225545,HR 482,119,companion
18fa0e8b-4c66-4a28-ba46-104773505716,ocd-bill/4d831b97-8fa2-445d-ab08-fd4bf01b256b,ocd-bill/db2250b4-b34b-4b4e-b53e-9ac3259b86c2,HRES 139,119,companion
bd35052e-5700-403a-881b-6a7d53758dbf,ocd-bill/3f33943e-5e2f-4a50-9e6b-2ba3f73dd4c3,ocd-bill/2532bbce-721b-40d5-9c34-ac556f742bf5,S 50,119,companion
7ad1d3bd-57d1-41b2-8211-94bb94fd8d8e,ocd-bill/ee3dee5f-0332-4598-adae-1c8268161582,ocd-bill/fb28dcca-c524-4de1-969b-948da9223485,HR 236,119,companion
c73c6a74-8fe5-447e-93c4-30d41e5e030d,ocd-bill/eb652b6b-0aef-410d-b4f6-98b8006a10ab,ocd-bill/3b779fbe-46df-4b40-90e3-2539c4db2a9f,S 117,119,companion
fc739360-1b99-43a6-8e03-f79f159282a5,ocd-bill/4d718ad4-eec8-450e-afd5-4b8c69d0b235,ocd-bill/c326e3e1-dadc-44e0-b660-06db0b2ac8ca,HR 22,119,companion
1147262e-fe01-4332-bdf5-8b72752ce15e,ocd-bill/fb28dcca-c524-4de1-969b-948da9223485,ocd-bill/ee3dee5f-0332-4598-adae-1c8268161582,S 27,119,companion
320f7b8c-a6d8-4417-bc28-95aeb2556552,ocd-bill/97eae76d-4cf6-4ec0-8d73-4c5152aac664,ocd-bill/ab2e4353-b613-4631-8133-7a1202517fad,S 199,119,companion
c4b51a54-b8e6-4931-861f-1a22e8aa93d6,ocd-bill/97eae76d-4cf6-4ec0-8d73-4c5152aac664,ocd-bill/2c089ed7-8815-4d47-b432-e93c7c9eb1df,HRES 5,119,companion
c77856d7-ea58-4c7c-9baa-1a65279751b6,ocd-bill/2532bbce-721b-40d5-9c34-ac556f742bf5,ocd-bill/3f33943e-5e2f-4a50-9e6b-2ba3f73dd4c3,HR 263,119,companion
967bf872-90a0-47e0-acf7-ee8563184b40,ocd-bill/ff3f6c74-e709-49e5-af7b-6d33a2a76c54,ocd-bill/e9265e72-85fe-47af-b8bb-b9872b9e60fb,S 459,119,companion
6705c699-2a2e-4577-838f-370aeaebc00e,ocd-bill/b42ee3a7-973d-47a2-8f2a-a2d562d177db,ocd-bill/33a0c22a-2f03-4199-a443-5bfde5dda681,HR 26,119,companion
708af854-52c4-4015-b028-06ae7a928d10,ocd-bill/9e223c39-749e-4ef0-a372-c1e3ff3ecbf5,ocd-bill/fce2f37f-729f-498e-a57c-53582aeaeef1,HR 1035,119,companion
d6d241b0-17c2-45af-9d2a-66c41ccad537,ocd-bill/3a06b078-c3cc-496e-b864-d685265c5d41,ocd-bill/70adb755-d752-417f-a5d8-563f26ed16b4,HR 1059,119,companion
0d0b9d08-272c-4121-a387-d0036c5bc098,ocd-bill/4c4376e5-9e11-4be6-80f7-e3be6d07820c,ocd-bill/d43649ad-92c6-43ca-ba56-8d6c233a86da,HR 583,119,companion
b76aa32a-de0c-46d7-9b2d-c232d476aa43,ocd-bill/71462c9f-e6e4-42df-bdff-767831835608,ocd-bill/14d9026e-763e-4ca5-a575-d825ec2f9e0f,HR 976,119,companion
aa959b31-8186-43f7-840e-2845b7f15aef,ocd-bill/05cbbe41-4cf8-4cb3-b40c-f295923d5b88,ocd-bill/05bb1f70-0d11-47b7-9e2c-5a5db4a01c0f,HCONRES 14,119,companion
8c00f2d0-aebd-4f02-ab3a-29be9dc6f6d9,ocd-bill/68151bab-31a2-45ca-808d-1b07ffda572b,ocd-bill/0cb4c5e5-63a5-498c-9ec7-81263ec254b7,HR 627,119,companion
dda87d33-7bb5-4615-a930-5b1a591bb612,ocd-bill/71acbb52-0f2d-4de4-81a4-965266cc82fc,ocd-bill/adf92286-a95f-4197-9698-27a319d90c53,S 214,119,companion
6b36d665-add2-4c5a-bb6d-47785a2e46f8,ocd-bill/adf92286-a95f-4197-9698-27a319d90c53,ocd-bill/71acbb52-0f2d-4de4-81a4-965266cc82fc,HR 695,119,companion
059420bf-c387-4333-804a-bbbafa4de741,ocd-bill/0cb4c5e5-63a5-498c-9ec7-81263ec254b7,ocd-bill/68151bab-31a2-45ca-808d-1b07ffda572b,S 178,119,companion
d66ba4f4-1174-4aff-85eb-b58aa31fe7b8,ocd-bill/75ae054a-1470-4ee5-a81c-3b8a8409498c,ocd-bill/ea8746a8-e367-4e40-a0b5-79ed3043f18a,HR 1082,119,companion
e8f545ea-634d-4ab1-86b4-0508dc73fc02,ocd-bill/30dd760a-fa43-42b7-a797-b7707a432acf,ocd-bill/7948c013-1251-4ebb-b294-7a62e1892865,S 230,119,companion
9ba423d1-6abd-4c75-8251-b91cad0d1741,ocd-bill/ea8746a8-e367-4e40-a0b5-79ed3043f18a,ocd-bill/75ae054a-1470-4ee5-a81c-3b8a8409498c,HR 340,119,companion
06c1e016-3230-46c2-b7ba-7ef99de070b4,ocd-bill/725f3c5a-801a-4a3f-8a91-be0fb2b7cfab,ocd-bill/1d09886f-c95b-4935-8107-47b44b428dd9,S 456,119,companion
bd1e4025-4679-4937-b7cb-9e043f0d87d1,ocd-bill/14d9026e-763e-4ca5-a575-d825ec2f9e0f,ocd-bill/71462c9f-e6e4-42df-bdff-767831835608,S 557,119,companion
028a78bc-3de8-424b-a22c-abb73ced05dc,ocd-bill/6ddacb9f-bf79-4feb-8444-bd36f649fb4a,ocd-bill/4df40bc5-f5fa-4fbf-998c-8eaf32458d26,S 483,119,companion
1536e0b7-dd58-4494-bd87-b55a8957669d,ocd-bill/ac74b689-3355-495e-ae14-139628338130,ocd-bill/3911a591-fb9f-4761-82b3-fc302978b074,S 470,119,companion
17bb020c-18d8-440f-8173-407b00c19d78,ocd-bill/70adb755-d752-417f-a5d8-563f26ed16b4,ocd-bill/3a06b078-c3cc-496e-b864-d685265c5d41,S 447,119,companion
752cbae8-c656-45fc-addb-fb49dca00771,ocd-bill/fce2f37f-729f-498e-a57c-53582aeaeef1,ocd-bill/9e223c39-749e-4ef0-a372-c1e3ff3ecbf5,S 408,119,companion
c1867b24-800d-4f50-8fb5-a78ae4e79ddf,ocd-bill/c131e8c7-8977-486a-ab37-e1c8599d9c5f,ocd-bill/36f51992-aac8-4322-85af-0acfee384f05,SJRES 19,119,companion
66c8c261-2636-420d-9d02-84e6a641b9cd,ocd-bill/6749a055-f58d-45cd-8f51-6f96e76db8da,ocd-bill/30313d51-c5cb-4128-bd01-d239e91dba9b,HR 598,119,companion
fb6893cb-a6ff-4c89-baab-ce0fcd74ba51,ocd-bill/6749a055-f58d-45cd-8f51-6f96e76db8da,ocd-bill/6e6c2729-384e-4eb9-96a2-d6d06bcbbc57,HRES 53,119,companion
b6130943-6210-4cb6-9fa8-9e62b936a70d,ocd-bill/bc06ca4b-e668-4425-a23f-fe465276bd3d,ocd-bill/2462aff2-458e-4154-b46b-3e5e234243cd,HRES 77,119,companion
f9aa0b22-d583-483c-9282-60c1a92891da,ocd-bill/2462aff2-458e-4154-b46b-3e5e234243cd,ocd-bill/bc06ca4b-e668-4425-a23f-fe465276bd3d,SRES 47,119,companion
70aee19d-c09b-42cf-a5dd-cf45c614c846,ocd-bill/340d2c1b-bd74-4dcb-923f-0111fcf8bce8,ocd-bill/3e7c8ebe-ea80-41bf-87af-d79654037cb8,HR 488,119,companion
44dcc9e7-fef0-4f79-8458-0a49118d05bb,ocd-bill/f8e183cf-7fa1-4e8e-a723-d6ddb2dbeaaf,ocd-bill/31604506-7a82-41ea-93c5-318e4c8ebefe,S 95,119,companion
ff6aa5db-0e56-4a86-9090-a1115ed57118,ocd-bill/6ca6afba-70d8-4fd1-b362-52b72bfbbf66,ocd-bill/b2402c21-b2cb-41cc-a18d-d2ab950bc45e,HR 45,119,companion
0705fabf-aaaf-46a2-a615-c5ca36b7a1da,ocd-bill/62b25b6f-edf7-4d0b-9dae-d2719aafd763,ocd-bill/6b220344-c4b7-4da2-ae9f-353af279a8b0,HJRES 55,119,companion
d3c97b53-7877-4b3a-808b-b3eec3c4e743,ocd-bill/52e1575c-dfbd-4f03-aabf-636d07a9d955,ocd-bill/8d77d28e-ebc6-4813-adcf-ea14811f6fb6,HR 617,119,companion
33c3b2b2-d9d4-4cc4-abd3-f031c1709146,ocd-bill/31604506-7a82-41ea-93c5-318e4c8ebefe,ocd-bill/f8e183cf-7fa1-4e8e-a723-d6ddb2dbeaaf,HR 443,119,companion
4ed817d5-6b39-4c4a-8c33-61054d5839b8,ocd-bill/0c4e80ff-e8fa-447b-ab0f-a64b5ee89cef,ocd-bill/49ee3d7a-e569-4c82-abb1-7b2497fec59d,HR 30,119,companion
302d9f03-bc73-4f02-a8b5-a8f949d38fc3,ocd-bill/ca6e8c6e-7713-4d50-b393-b8eb7b2f0597,ocd-bill/d9b4d9f9-9949-4be5-882c-6adf050d12cb,HR 27,119,companion
fba980d1-1cf7-4d9c-a337-2e1964339be0,ocd-bill/845f2df8-e958-40d4-9c52-c453573d2ed6,ocd-bill/beb913f4-033a-4fa5-a44a-9d987a40edff,S 376,119,companion
7cb8e453-1430-4694-b7af-cce90319c24f,ocd-bill/63c56e27-dde5-4212-b20e-ce6c23a1850d,ocd-bill/5e6c9a23-d187-4092-be4a-f2d9ef3d9fb5,S 337,119,companion
4ef9278a-6149-441b-b1d9-4b8786e714f9,ocd-bill/1d09886f-c95b-4935-8107-47b44b428dd9,ocd-bill/725f3c5a-801a-4a3f-8a91-be0fb2b7cfab,HR 1077,119,companion
03194b91-a417-4610-a734-301cc1c983fa,ocd-bill/d43649ad-92c6-43ca-ba56-8d6c233a86da,ocd-bill/4c4376e5-9e11-4be6-80f7-e3be6d07820c,S 508,119,companion
1d9c0011-0723-4ed2-b4c2-ef2acc31933b,ocd-bill/c55c1256-0d03-4c5b-9a83-b4b77a082f5d,ocd-bill/abaca796-6705-4aa8-a250-2a6e4e3f5241,S 613,119,companion
56c4524e-b76b-4e42-b368-2fc7b88b87c8,ocd-bill/abaca796-6705-4aa8-a250-2a6e4e3f5241,ocd-bill/c55c1256-0d03-4c5b-9a83-b4b77a082f5d,S 590,119,companion
3904f8b3-52f3-4553-85dd-dc9762e81139,ocd-bill/ee13853e-271e-4f40-89c8-b6aabdf94622,ocd-bill/b9c8d438-9f1b-4ddb-8564-8e131dfecf03,HR 1047,119,companion
c4d59b03-5a86-4308-888a-0c09df9f2188,ocd-bill/122582b0-fbb0-4f2d-81e0-d2768babffa2,ocd-bill/2654a07b-3954-4db8-a27a-487f8a264416,HR 1254,119,companion
3e850294-d0bb-4e4e-bef3-ddb55be64455,ocd-bill/026afd03-07a3-4934-879e-0c9573e35a10,ocd-bill/b857b11e-d191-4873-8115-70e9ec5f920e,HRES 63,119,companion
d0b35c32-6e0a-4cd3-b92d-9a57f309fc2e,ocd-bill/b857b11e-d191-4873-8115-70e9ec5f920e,ocd-bill/026afd03-07a3-4934-879e-0c9573e35a10,SRES 44,119,companion
2d841fd9-4d58-4ac3-bbd4-c844f700f8a0,ocd-bill/dd211b8a-f279-49bd-b287-8568649b923c,ocd-bill/d9b4d9f9-9949-4be5-882c-6adf050d12cb,HR 27,119,companion
94139912-82f1-4289-aff2-aa50f8e5034c,ocd-bill/d998cd2e-5ea3-4f5d-be05-d9b4dad41f55,ocd-bill/47448845-eb89-4fb5-aea9-a2f70a1fd079,HJRES 35,119,companion
0510f1d5-d738-48c4-8020-b3488647b7b4,ocd-bill/15585f19-6d64-4f54-8286-db8532020cf9,ocd-bill/eefd3d18-bb4a-4b5b-92cb-343c87df0606,HR 521,119,companion
b45371ce-35ee-4eef-ad3c-9680db7283fc,ocd-bill/22c5a013-ff48-41a2-bf72-3c6d9284da89,ocd-bill/4a5cca29-51a4-427e-8bfd-a20e456f4491,S 157,119,companion
dac001d8-a67a-4322-87fb-c6ddceb0239c,ocd-bill/b2616ddc-ef5b-4771-aa0b-7d2795a6a672,ocd-bill/6d7723ff-0eab-4f53-aabd-1d304bcdc2d2,HR 572,119,companion
3e8afd92-535d-4b3b-85b1-85d1e4d3cc8a,ocd-bill/25388213-e635-4d9e-b11b-386efe882dbf,ocd-bill/c4cc4979-95cd-4694-b21a-db1304eb27a3,S 201,119,companion
cd5cb19e-cc53-4d1e-873e-60429d5828e6,ocd-bill/55c94d8e-0da5-4d41-a914-07dab7e3a0f1,ocd-bill/c157e2e1-73f4-4b4e-b186-a06446a3d252,HR 637,119,companion
94104772-b868-41f0-ac34-b0886dc52534,ocd-bill/cc1f0998-b2a7-4f79-865d-db8d4df9741e,ocd-bill/395e9f10-e058-42ed-8157-09e14096942f,SJRES 17,119,companion
09be18f1-978c-47e8-9903-580b82518e85,ocd-bill/ae91d6f6-3135-4d10-b73b-a76137a96cac,ocd-bill/763b1705-aedc-4e61-ae35-441845279ac5,S 90,119,companion
59785972-6ee3-43ce-aa53-1340420db00f,ocd-bill/30eed47b-91f5-4443-baac-1cee894f88d0,ocd-bill/f21695a3-7d8a-4c15-827a-672ec6552550,HR 710,119,companion
