id,bill_id,related_bill_id,identifier,legislative_session,relation_type
3cdded76-dca0-4001-9abc-157a2f941d74,ocd-bill/763b1705-aedc-4e61-ae35-441845279ac5,ocd-bill/ae91d6f6-3135-4d10-b73b-a76137a96cac,HR 376,119,companion
25634376-4e11-45f8-9855-75e1ca1d8d4a,ocd-bill/6d7723ff-0eab-4f53-aabd-1d304bcdc2d2,ocd-bill/b2616ddc-ef5b-4771-aa0b-7d2795a6a672,S 148,119,companion
345136f3-b10c-406c-96ea-70e7e4d1372b,ocd-bill/395e9f10-e058-42ed-8157-09e14096942f,ocd-bill/cc1f0998-b2a7-4f79-865d-db8d4df9741e,HJRES 36,119,companion
a3de2ed7-428b-4539-aa98-d3d83e259d9a,ocd-bill/eefd3d18-bb4a-4b5b-92cb-343c87df0606,ocd-bill/15585f19-6d64-4f54-8286-db8532020cf9,S 220,119,companion
7d764bfa-4dcc-41bf-90bc-2b1c0a269eef,ocd-bill/00098fdb-dc75-475a-9b78-acf403e18884,ocd-bill/53de14e3-9b90-467f-aed2-48da0730ad42,S 179,119,companion
f7f30534-a984-43e3-a5ac-605d513e4ce2,ocd-bill/c157e2e1-73f4-4b4e-b186-a06446a3d252,ocd-bill/55c94d8e-0da5-4d41-a914-07dab7e3a0f1,HR 540,119,companion
17974d8c-b672-47f3-aafe-4f7ebc5f4fb7,ocd-bill/53de14e3-9b90-467f-aed2-48da0730ad42,ocd-bill/00098fdb-dc75-475a-9b78-acf403e18884,HR 620,119,companion
8db74f96-9733-4b59-8c93-64ee00b0cbe0,ocd-bill/6cec5760-2283-4d5f-8887-09b89639cdf8,ocd-bill/82f6d147-2200-4c1d-b9b1-0aaf7246cc08,S 236,119,companion
6b5e1868-da69-47ef-a1b5-f6dca11bc08a,ocd-bill/f21695a3-7d8a-4c15-827a-672ec6552550,ocd-bill/30eed47b-91f5-4443-baac-1cee894f88d0,HR 377,119,companion
a2e54f87-cbeb-4811-ae38-13981e80a0b4,ocd-bill/4a5cca29-51a4-427e-8bfd-a20e456f4491,ocd-bill/22c5a013-ff48-41a2-bf72-3c6d9284da89,HR 534,119,companion
4c05cb71-3224-4511-8f47-8c4e3a86bd48,ocd-bill/82f6d147-2200-4c1d-b9b1-0aaf7246cc08,ocd-bill/6cec5760-2283-4d5f-8887-09b89639cdf8,HR 681,119,companion
8b477aaf-3b06-4c5a-866e-c46649de2f59,ocd-bill/c4cc4979-95cd-4694-b21a-db1304eb27a3,ocd-bill/25388213-e635-4d9e-b11b-386efe882dbf,HR 530,119,companion
65f86edf-9be5-4f32-ab79-800d4a9f96cd,ocd-bill/30313d51-c5cb-4128-bd01-d239e91dba9b,ocd-bill/6749a055-f58d-45cd-8f51-6f96e76db8da,HR 471,119,companion
b2fd2bd7-262a-4897-aafa-42980e1d963f,ocd-bill/1bb6d01c-04e0-45a9-a990-6bc66dc987de,ocd-bill/ae526869-74b0-4d8b-a95d-56a1a86c1bb8,HR 139,119,companion
981ed5ba-4fe7-4a54-a8ff-95872287d033,ocd-bill/0cbbcf21-ff80-4b81-af64-b03f7c26b450,ocd-bill/b0e86b50-84a4-4d0b-baa9-59bc2df48de5,HR 221,119,companion
5fd9ade0-9271-4d43-b18a-8719fa1d4222,ocd-bill/b0e86b50-84a4-4d0b-baa9-59bc2df48de5,ocd-bill/0cbbcf21-ff80-4b81-af64-b03f7c26b450,HR 129,119,companion
b0d68bd8-5c83-46bd-b597-4930418b80b4,ocd-bill/4cb2ee1e-5b8e-44cf-ae44-fbdf76aa53bc,ocd-bill/5abaf421-93a6-4435-a232-34c14a69400d,HR 233,119,companion
428b862a-07dd-4767-b7ca-fcd6b7bd3bdc,ocd-bill/a1aeac8a-9f54-47b2-9438-f00dd9f3bd8a,ocd-bill/ae1b63b9-85e2-4d7c-a0c9-624e7db7e1c6,SJRES 7,119,companion
8b6c2c6f-bdb5-44d7-ab7f-3dec2a5ce38c,ocd-bill/ae526869-74b0-4d8b-a95d-56a1a86c1bb8,ocd-bill/1bb6d01c-04e0-45a9-a990-6bc66dc987de,S 29,119,companion
44426344-5c49-421f-bf20-2b210105c787,ocd-bill/5abaf421-93a6-4435-a232-34c14a69400d,ocd-bill/4cb2ee1e-5b8e-44cf-ae44-fbdf76aa53bc,HR 297,119,companion
85e2ac5c-a323-4163-9768-33c07e957e39,ocd-bill/ae1b63b9-85e2-4d7c-a0c9-624e7db7e1c6,ocd-bill/a1aeac8a-9f54-47b2-9438-f00dd9f3bd8a,HJRES 33,119,companion
63248c9e-ee19-4aa7-9d61-75c455a3fe0a,ocd-bill/db1f0a0e-d8aa-420e-9dcb-fce133662ac6,ocd-bill/ef3e0e09-5ece-4eba-a6e7-1f121c77e206,HR 61,119,companion
681b8faf-f3e8-4024-93b9-9e9b0572aed9,ocd-bill/3be2e769-9dac-4953-947c-5516c483b0c4,ocd-bill/f1eeb378-0921-402c-8b96-91f45e3d99e3,SRES 45,119,companion
e7a4d917-5add-444b-8a25-95f9de8c0b06,ocd-bill/f1eeb378-0921-402c-8b96-91f45e3d99e3,ocd-bill/3be2e769-9dac-4953-947c-5516c483b0c4,HRES 74,119,companion
5160f70a-71ad-4a1d-8cf1-ef4e1ecf28fc,ocd-bill/e1adbd59-abce-471f-b1a0-0c6b17284cab,ocd-bill/5f4fec82-04d2-415f-ac1d-5a64c4087c48,S 162,119,companion
0dad9363-1cae-4f15-81a3-f0631910e1fe,ocd-bill/f973997d-0aa2-444f-b472-d43b5fff4704,ocd-bill/f57506cc-982c-456d-a654-20b2d095379d,HR 633,119,companion
ba206d2e-7cd9-4211-91c0-ebd1e4132245,ocd-bill/a80f6c5f-e757-4509-b73e-7f6f038d930a,ocd-bill/3f626c2f-0a6f-4487-a66a-a59c4f0a0546,S 169,119,companion
fc22a3bf-5d36-4b69-8f8a-6b52a79ee1bc,ocd-bill/8d5cef44-8568-4499-87e8-5cea4d6babeb,ocd-bill/8fd48203-1d84-4bb8-aa19-662303abe433,S 171,119,companion
1ab19aa0-362d-46de-962f-4f0160aea7e2,ocd-bill/c2ca070e-999e-4302-a0fa-206bf3962ac8,ocd-bill/a90b1bfe-0a6a-4c8b-bd93-6c12991f9ff3,S 186,119,companion
25dba8ae-ab35-4361-9dda-7280a4ea17b5,ocd-bill/f57506cc-982c-456d-a654-20b2d095379d,ocd-bill/f973997d-0aa2-444f-b472-d43b5fff4704,S 146,119,companion
98be45d1-0990-4bc4-90eb-4ca8edc24b9a,ocd-bill/8c615d85-2e6d-4a3f-be64-061b50ff3099,ocd-bill/56cf72f3-f0e4-43a2-890c-70e3bfb4d611,S 185,119,companion
e118091a-915a-4edc-91f8-a15a0f02cfe0,ocd-bill/a90b1bfe-0a6a-4c8b-bd93-6c12991f9ff3,ocd-bill/c2ca070e-999e-4302-a0fa-206bf3962ac8,HR 7,119,companion
594b36fe-59e9-4e0c-a9c8-8145452e5149,ocd-bill/56cf72f3-f0e4-43a2-890c-70e3bfb4d611,ocd-bill/8c615d85-2e6d-4a3f-be64-061b50ff3099,HR 611,119,companion
0be4f3e6-b78d-42c4-aedf-5231428c758b,ocd-bill/647ad147-227b-4f61-ac33-5126dacae290,ocd-bill/3a29658a-d110-427e-8521-f2adc3573c78,S 204,119,companion
dc41d994-fa21-4324-a566-777720a6afa2,ocd-bill/3a29658a-d110-427e-8521-f2adc3573c78,ocd-bill/647ad147-227b-4f61-ac33-5126dacae290,HR 650,119,companion
45c8191a-5ad5-455e-aced-e060985c00f0,ocd-bill/3f626c2f-0a6f-4487-a66a-a59c4f0a0546,ocd-bill/a80f6c5f-e757-4509-b73e-7f6f038d930a,HR 581,119,companion
01479ddd-f5a2-4b57-83c2-fb232355e182,ocd-bill/8fd48203-1d84-4bb8-aa19-662303abe433,ocd-bill/8d5cef44-8568-4499-87e8-5cea4d6babeb,HR 587,119,companion
49eecaf0-9a21-4198-b2a5-01983f3fa6ff,ocd-bill/5f4fec82-04d2-415f-ac1d-5a64c4087c48,ocd-bill/e1adbd59-abce-471f-b1a0-0c6b17284cab,HR 579,119,companion
e69c2b00-6c1a-4bd0-abb7-b710cfbe0acd,ocd-bill/ef3e0e09-5ece-4eba-a6e7-1f121c77e206,ocd-bill/db1f0a0e-d8aa-420e-9dcb-fce133662ac6,HR 116,119,companion
065d1f3b-53de-476a-94c4-0012ac9545c7,ocd-bill/ed7dde5f-f8d3-41bb-b7bb-24af74283abe,ocd-bill/274aa9d7-690d-4dd8-858a-89d9b9b40693,S 132,119,companion
6724498a-fd85-40bf-bffa-61c0bc58d071,ocd-bill/68cae976-4d38-4607-9075-13a8ed1331c9,ocd-bill/75b76b62-9ab8-4fb8-b80b-ee2b50b82883,S 187,119,companion
362554a9-b1c5-4cd6-b2ad-bff2f533f17d,ocd-bill/91af495a-a10a-4ac8-a0a4-d16af7c7eea1,ocd-bill/f7173916-af88-4307-9626-47f3ef8a9e20,S 156,119,companion
a99b3a15-af53-4a85-a2c0-6fc05c73e41f,ocd-bill/f7173916-af88-4307-9626-47f3ef8a9e20,ocd-bill/91af495a-a10a-4ac8-a0a4-d16af7c7eea1,HR 575,119,companion
b6198467-b389-4947-a859-9cdc4a478db5,ocd-bill/75b76b62-9ab8-4fb8-b80b-ee2b50b82883,ocd-bill/68cae976-4d38-4607-9075-13a8ed1331c9,HR 574,119,companion
580df048-2aab-4647-a9bc-0ea406318065,ocd-bill/125f861e-d7ea-4e3a-a5d9-16ba3f30a06c,ocd-bill/aae01c67-1682-43b0-b4d5-86862e3dc2d7,HR 693,119,companion
9b89b7dc-7ad9-4fb7-b0cd-8a4a800bfabe,ocd-bill/ab2e4353-b613-4631-8133-7a1202517fad,ocd-bill/97eae76d-4cf6-4ec0-8d73-4c5152aac664,HR 33,119,companion
8c886ef5-64d1-4e9d-9afe-3da7a7118aee,ocd-bill/7e60660a-6ba0-496f-ab26-f0bfc569b778,ocd-bill/442ca393-75a1-4bd6-80fd-a4e3b48451cb,HR 392,119,companion
bba32348-3ab1-4338-b370-95873556cc47,ocd-bill/274aa9d7-690d-4dd8-858a-89d9b9b40693,ocd-bill/ed7dde5f-f8d3-41bb-b7bb-24af74283abe,HR 517,119,companion
fbb4dff6-b66a-475e-8d89-81f9cf39940d,ocd-bill/442ca393-75a1-4bd6-80fd-a4e3b48451cb,ocd-bill/7e60660a-6ba0-496f-ab26-f0bfc569b778,S 131,119,companion
1c37ac76-7cf6-4512-9d17-46fda961f0ce,ocd-bill/30325e59-e9c1-4faa-951c-d56b5a89eece,ocd-bill/a9634cf3-ffc8-4422-9a22-31983924d075,HRES 161,119,companion
f3299892-c9e5-453f-8975-001e269b0425,ocd-bill/05bb1f70-0d11-47b7-9e2c-5a5db4a01c0f,ocd-bill/a9634cf3-ffc8-4422-9a22-31983924d075,HRES 161,119,companion
a6e2195e-43bc-4831-91c5-49bb075f4037,ocd-bill/05bb1f70-0d11-47b7-9e2c-5a5db4a01c0f,ocd-bill/05cbbe41-4cf8-4cb3-b40c-f295923d5b88,SCONRES 7,119,companion
edcb3ccc-9c0e-43f6-8195-6e5664e0e431,ocd-bill/30325e59-e9c1-4faa-951c-d56b5a89eece,ocd-bill/9e474177-4b98-4608-8e5b-ad6336d9820b,SJRES 4,119,companion
5dd50bff-1b97-4595-838d-b9a9fe639352,ocd-bill/47448845-eb89-4fb5-aea9-a2f70a1fd079,ocd-bill/a9634cf3-ffc8-4422-9a22-31983924d075,HRES 161,119,companion
b789eb36-f42b-46e1-afbb-56f98d6e5c41,ocd-bill/47448845-eb89-4fb5-aea9-a2f70a1fd079,ocd-bill/d998cd2e-5ea3-4f5d-be05-d9b4dad41f55,SJRES 12,119,companion
27ad0deb-85c8-4e50-a068-3bfbc1b0f1c3,ocd-bill/a9634cf3-ffc8-4422-9a22-31983924d075,ocd-bill/05bb1f70-0d11-47b7-9e2c-5a5db4a01c0f,HCONRES 14,119,companion
fe11a77a-2593-46d9-b4f5-e015374701cf,ocd-bill/a9634cf3-ffc8-4422-9a22-31983924d075,ocd-bill/47448845-eb89-4fb5-aea9-a2f70a1fd079,HJRES 35,119,companion
7cff9fa8-1403-4b3a-9b51-3601bcfc5a8b,ocd-bill/a9634cf3-ffc8-4422-9a22-31983924d075,ocd-bill/30325e59-e9c1-4faa-951c-d56b5a89eece,HJRES 20,119,companion
ea854fe7-8a72-464a-b033-3dc957a1e81b,ocd-bill/e7b5eef3-c78b-4e11-a316-154a57288442,ocd-bill/d9dde5a5-763f-4add-9348-c78453105b1c,HR 285,119,companion
1e46ce40-9987-4a8b-ad9d-e4e2352a971d,ocd-bill/3b779fbe-46df-4b40-90e3-2539c4db2a9f,ocd-bill/eb652b6b-0aef-410d-b4f6-98b8006a10ab,HR 511,119,companion
2a750d21-d18a-4824-8a8b-6b1076a34d2e,ocd-bill/df2cade0-549f-4117-a4c6-259b799a74bc,ocd-bill/59bba32b-5ffb-4c65-ad7c-402fe0e930a7,HRES 99,119,companion
bfe5f822-a229-4f1e-ac90-26a0edb68d7e,ocd-bill/33a0c22a-2f03-4199-a443-5bfde5dda681,ocd-bill/2c089ed7-8815-4d47-b432-e93c7c9eb1df,HRES 5,119,companion
77646063-0745-4283-8a93-76e794cc46e1,ocd-bill/33a0c22a-2f03-4199-a443-5bfde5dda681,ocd-bill/b42ee3a7-973d-47a2-8f2a-a2d562d177db,HR 133,119,companion
8075b6fd-670b-4391-ad9e-afcf4a267005,ocd-bill/031c8e12-4c81-4389-abdf-94cae8ad2de9,ocd-bill/49bb7171-2436-4169-9857-cf10c511bc81,HR 358,119,companion
96260938-fb60-450c-a780-5f02b358107f,ocd-bill/5d261eb0-a472-4517-b14a-a14ab098c5db,ocd-bill/2fe23465-62c4-4d9a-9383-2a4f20528b14,S 38,119,companion
4c045c55-7627-4e7e-a319-385da69b7173,ocd-bill/d9dde5a5-763f-4add-9348-c78453105b1c,ocd-bill/e7b5eef3-c78b-4e11-a316-154a57288442,S 41,119,companion
8e260016-d525-49a4-aa52-dbd8612a033a,ocd-bill/ce3e14c4-b7d8-404f-a605-4897882777d7,ocd-bill/33b3ec16-b883-4faa-a7c4-568eaaea79af,HR 250,119,companion
59317c0c-d284-4de3-b665-4427ceaa3151,ocd-bill/33b3ec16-b883-4faa-a7c4-568eaaea79af,ocd-bill/ce3e14c4-b7d8-404f-a605-4897882777d7,S 44,119,companion
93d20297-791f-4a4e-b558-5f27a7e6b5cd,ocd-bill/2fe23465-62c4-4d9a-9383-2a4f20528b14,ocd-bill/5d261eb0-a472-4517-b14a-a14ab098c5db,HR 286,119,companion
c140e2e8-7a5e-4f92-b785-a656d6eadc19,ocd-bill/49bb7171-2436-4169-9857-cf10c511bc81,ocd-bill/031c8e12-4c81-4389-abdf-94cae8ad2de9,S 86,119,companion
5cfdcc37-4bfe-496b-8549-70d1e88de8ef,ocd-bill/70a58d4c-7120-41cc-8e8e-2bd68c576885,ocd-bill/e474ad76-7839-49e1-bfe6-d7e6ade71918,HJRES 1,119,companion
5e635b22-2c14-494a-a679-d40713f50721,ocd-bill/70a58d4c-7120-41cc-8e8e-2bd68c576885,ocd-bill/c87f2b27-cb45-428f-b142-c1d0060b30bd,HJRES 28,119,companion
37c803e2-3131-4ce2-976f-b1849035c69a,ocd-bill/da6541eb-1f3c-4ea4-bf25-41a87fe7d158,ocd-bill/9854c2be-21a5-4c96-a8c5-b76cc199c5ad,HJRES 30,119,companion
d174264b-d4a9-4171-b084-e1834c0cb492,ocd-bill/da6541eb-1f3c-4ea4-bf25-41a87fe7d158,ocd-bill/e3201907-053b-461c-be4d-f2e4379bf0e8,HJRES 38,119,companion
7a241291-27b2-4edd-9847-5e680612bb27,ocd-bill/e3201907-053b-461c-be4d-f2e4379bf0e8,ocd-bill/9854c2be-21a5-4c96-a8c5-b76cc199c5ad,HJRES 30,119,companion
7ae66b37-e85a-436c-82c2-4384995180fb,ocd-bill/e3201907-053b-461c-be4d-f2e4379bf0e8,ocd-bill/da6541eb-1f3c-4ea4-bf25-41a87fe7d158,SJRES 14,119,companion
baa48600-8fb6-439e-83bc-150947a56a7d,ocd-bill/9b97a3fe-2806-4543-8aed-48e095507c2e,ocd-bill/6b18007d-b643-46ff-93f5-52551e8b9373,HR 77,119,companion
13c71e08-1ee9-4df4-8e4f-f7a13440f6b9,ocd-bill/9854c2be-21a5-4c96-a8c5-b76cc199c5ad,ocd-bill/e3201907-053b-461c-be4d-f2e4379bf0e8,HJRES 38,119,companion
a00c6636-6e3b-4bfc-a988-3304ea49656c,ocd-bill/9854c2be-21a5-4c96-a8c5-b76cc199c5ad,ocd-bill/da6541eb-1f3c-4ea4-bf25-41a87fe7d158,SJRES 14,119,companion
07c2b929-1183-43db-ac9c-c0a9b569dace,ocd-bill/e474ad76-7839-49e1-bfe6-d7e6ade71918,ocd-bill/70a58d4c-7120-41cc-8e8e-2bd68c576885,SJRES 16,119,companion
c6eccddb-3773-4cad-80f9-b25b24e76fae,ocd-bill/c87f2b27-cb45-428f-b142-c1d0060b30bd,ocd-bill/70a58d4c-7120-41cc-8e8e-2bd68c576885,SJRES 16,119,companion
6e37008a-f3e4-4bdf-8ce9-7e22adb11807,ocd-bill/6b18007d-b643-46ff-93f5-52551e8b9373,ocd-bill/9b97a3fe-2806-4543-8aed-48e095507c2e,HRES 122,119,companion
34927369-0b90-49e7-96ee-04dd16cd8729,ocd-bill/80d478e8-c99a-4219-abee-55972669fc32,ocd-bill/3546296a-435f-4ef9-aca6-547a74c2c8a5,HR 319,119,companion
123f0a31-f263-43a5-b556-d20af3fa4ebe,ocd-bill/40bd0b01-b66c-4c70-9d27-14d120583f5e,ocd-bill/b48342d2-aa66-4944-a485-67b4e8f00cc0,HR 208,119,companion
f7081ab1-7140-486a-99f2-4d5b6323c335,ocd-bill/b48342d2-aa66-4944-a485-67b4e8f00cc0,ocd-bill/40bd0b01-b66c-4c70-9d27-14d120583f5e,HR 113,119,companion
bc72c7bc-c294-4ed8-b9be-821f4764d4ee,ocd-bill/980f4889-a333-4f0b-bcfc-5a0168d21045,ocd-bill/88f38d88-a5ad-4c52-ae9b-18bf5b345be0,S 253,119,companion
13f44e05-0dcc-409a-b7d4-f28ec81fe901,ocd-bill/a0f4cbf2-ad66-4601-863a-e0130c4da8ff,ocd-bill/d84ce625-6bd3-4243-9a4c-ad320770ed4b,S 124,119,companion
b164871f-a1be-41da-ba57-829bb5a37cd8,ocd-bill/05b2fa63-65ba-491c-b230-f13ee98f4b53,ocd-bill/e41771a3-831b-4239-aa58-130292a9d03a,HR 493,119,companion
3f65a351-4e47-4301-9644-f674ddbd3b80,ocd-bill/e2367b63-2be2-4021-9567-6cc90f05c790,ocd-bill/a0c07556-34b9-4815-82c7-6f2ddd1361ca,S 207,119,companion
4b6ca89e-8a60-46ec-aa22-5dd6eccb9342,ocd-bill/cb771e96-0bc3-4c58-b7cf-8ab01b0078db,ocd-bill/5d9ebf8a-debb-4624-946b-9b6c75c54947,HR 623,119,companion
334de7f0-c224-4360-8cbd-0ca8314433db,ocd-bill/5c12e415-0a59-4a2b-aa96-20b8413951a7,ocd-bill/5dc45b86-fa83-4d5c-9e4b-2d0a34249bbc,HR 761,119,companion
1dd70bd4-4efa-4668-919f-77dadf429a5d,ocd-bill/9e9cdf6e-1dc9-4f38-8bf7-fec6a541d496,ocd-bill/5f13b070-7723-4406-8af0-890bd40cb168,S 212,119,companion
0f5d857c-5736-4206-84b9-691e97d975af,ocd-bill/e41771a3-831b-4239-aa58-130292a9d03a,ocd-bill/05b2fa63-65ba-491c-b230-f13ee98f4b53,S 126,119,companion
de2e4853-ad8e-44b9-9cb4-a8280772f712,ocd-bill/7f08038d-90cf-4c7b-a68f-a532876a7c0a,ocd-bill/fb3598e8-62f7-4951-9098-a2ad434359d8,S 209,119,companion
c2f3b52c-71f2-4a20-afb9-7e5a77c7c003,ocd-bill/c5a63e44-5a5f-4c37-aadc-767ef4140f05,ocd-bill/eb6acedd-870d-4af3-8cd1-910d447078b7,S 206,119,companion
70303ecf-fa73-4b0e-9ff5-0761ec6fc34e,ocd-bill/fdd86bba-cde2-4f58-88b4-88a3d2475ee9,ocd-bill/08959a50-3834-40b9-a0d0-1df0ff7d558d,S 238,119,companion
57caca2d-7a17-4323-81f5-c4a24f412caf,ocd-bill/fb3598e8-62f7-4951-9098-a2ad434359d8,ocd-bill/7f08038d-90cf-4c7b-a68f-a532876a7c0a,HR 653,119,companion
6bd77f93-c060-4d99-9383-f0ae6db2e7d6,ocd-bill/08959a50-3834-40b9-a0d0-1df0ff7d558d,ocd-bill/fdd86bba-cde2-4f58-88b4-88a3d2475ee9,HR 689,119,companion
2b2c34f2-61cb-4722-aa4a-e448da2ba03a,ocd-bill/eb6acedd-870d-4af3-8cd1-910d447078b7,ocd-bill/c5a63e44-5a5f-4c37-aadc-767ef4140f05,HR 694,119,companion
2161b2a5-8433-490c-b05c-b2f25eff4c25,ocd-bill/ef2b3bd8-d2b2-47e7-9ad7-ca0c296a4c0b,ocd-bill/c1fefc03-95c8-42eb-995b-575416bb49d0,HR 743,119,companion
a5b28f5b-4147-46e3-aab9-81aa430a3902,ocd-bill/88f38d88-a5ad-4c52-ae9b-18bf5b345be0,ocd-bill/980f4889-a333-4f0b-bcfc-5a0168d21045,HR 73,119,companion
4e2cd03e-7fab-4e66-ac73-2a5f85388cde,ocd-bill/5f13b070-7723-4406-8af0-890bd40cb168,ocd-bill/9e9cdf6e-1dc9-4f38-8bf7-fec6a541d496,HR 31,119,companion
30632929-8824-4bd6-b233-9e888314706b,ocd-bill/a0c07556-34b9-4815-82c7-6f2ddd1361ca,ocd-bill/e2367b63-2be2-4021-9567-6cc90f05c790,HR 632,119,companion
b5174972-e8d3-43d9-86c6-7d3ee8e868c3,ocd-bill/efdc0b67-f36b-417c-8926-6a40dd3f3bad,ocd-bill/da83e683-b654-4da8-bb91-69c9ee9fecf9,HR 798,119,companion
da567041-4411-44b0-bac9-a31564839599,ocd-bill/5d9ebf8a-debb-4624-946b-9b6c75c54947,ocd-bill/cb771e96-0bc3-4c58-b7cf-8ab01b0078db,S 191,119,companion
8854b1be-854a-431a-b02e-3a5f43153879,ocd-bill/da83e683-b654-4da8-bb91-69c9ee9fecf9,ocd-bill/efdc0b67-f36b-417c-8926-6a40dd3f3bad,S 242,119,companion
9a683ef3-8aec-4cee-b8e6-16e8b4e1c22f,ocd-bill/5dc45b86-fa83-4d5c-9e4b-2d0a34249bbc,ocd-bill/5c12e415-0a59-4a2b-aa96-20b8413951a7,S 194,119,companion
c49112e0-4f0a-4bb3-a586-4ee6898957a3,ocd-bill/88a1f508-c727-43e0-b57e-c8a8cc5e3f73,ocd-bill/a262b6b4-f93b-4bf6-a864-e94faf88d143,HR 746,119,companion
1339b946-0484-48ca-a24a-f3e781260291,ocd-bill/cd66f239-9e2e-4efe-9335-70957fa11605,ocd-bill/2a32acd4-2237-483a-8618-a12d66aa4280,HR 630,119,companion
c1876517-9e11-4ad0-a0bf-a9818b7a62b5,ocd-bill/c0bddf83-df06-41ce-9e70-b9759214d91a,ocd-bill/336d0bef-a83b-4806-b496-f4b7aa048404,S 223,119,companion
ced6f64c-c5c3-4bf0-b3b5-444d58f97fa5,ocd-bill/66cab877-6f3d-42c8-842b-b0ff4d17d6bd,ocd-bill/3ab65da2-7e5d-43f8-9008-fcf37ebf6c20,S 225,119,companion
e4e7655e-1625-4cac-9f73-c61f8f5804fe,ocd-bill/336d0bef-a83b-4806-b496-f4b7aa048404,ocd-bill/c0bddf83-df06-41ce-9e70-b9759214d91a,HR 589,119,companion
d553b4b5-4130-4a91-ab59-c338360793d2,ocd-bill/3ab65da2-7e5d-43f8-9008-fcf37ebf6c20,ocd-bill/66cab877-6f3d-42c8-842b-b0ff4d17d6bd,HR 696,119,companion
f6dfa398-af09-49a4-abe0-3d5538018255,ocd-bill/2a32acd4-2237-483a-8618-a12d66aa4280,ocd-bill/cd66f239-9e2e-4efe-9335-70957fa11605,S 193,119,companion
125c410b-1a60-431f-876d-b08a7ac19533,ocd-bill/0bf6e858-595f-4d5c-ade9-27c8021736be,ocd-bill/fa5ba3d4-ad47-4a6a-b025-65e31d47a3d9,HR 820,119,companion
e6824f2a-1c95-4484-b9d0-fb0460a5835e,ocd-bill/fa5ba3d4-ad47-4a6a-b025-65e31d47a3d9,ocd-bill/0bf6e858-595f-4d5c-ade9-27c8021736be,S 260,119,companion
4d58683a-5baf-449f-a04c-d300d86ec079,ocd-bill/a262b6b4-f93b-4bf6-a864-e94faf88d143,ocd-bill/88a1f508-c727-43e0-b57e-c8a8cc5e3f73,S 62,119,companion
a1e2a990-9f5a-41bc-9c22-92eb4f407c04,ocd-bill/205cff3f-9848-4fee-84fd-1e52637c3700,ocd-bill/e36cb349-1dc3-4a9a-a4f8-e7c89561299b,SJRES 11,119,companion
e563f7ff-04b4-46df-8b8b-bc6c2237b7f5,ocd-bill/3546296a-435f-4ef9-aca6-547a74c2c8a5,ocd-bill/80d478e8-c99a-4219-abee-55972669fc32,S 54,119,companion
b3403aca-04a8-4522-8e24-6af5b42d8042,ocd-bill/731bd0a6-1533-46d2-a871-a721c1801b11,ocd-bill/0cedc267-ec32-41e5-9de0-e78367fc8656,HR 845,119,companion
3d066de7-34c0-4a04-a240-92b2a14bed77,ocd-bill/6d5d4a94-0aaa-4828-bf29-787622b7228c,ocd-bill/d9109438-c3e8-48cd-bd64-8ac735e8e751,HRES 160,119,companion
4a4dc18f-2aae-423d-bd23-0f8a20413db4,ocd-bill/3c35f692-9ffe-452b-88c6-509e46aba68c,ocd-bill/7de3ad99-47ef-46ce-8009-40df71de5acf,HR 866,119,companion
f8ba916b-8d8d-4822-9878-41f6255d4314,ocd-bill/c1fefc03-95c8-42eb-995b-575416bb49d0,ocd-bill/ef2b3bd8-d2b2-47e7-9ad7-ca0c296a4c0b,S 279,119,companion
5a116717-c365-4ba5-ae64-d20565428c7f,ocd-bill/5a665ba7-e139-43e9-b2f9-ea92319b91df,ocd-bill/6302d10f-f33d-461e-867b-bae4e0bd2245,HR 838,119,companion
ecbea925-7789-466e-a12d-a4ac8662baf4,ocd-bill/6302d10f-f33d-461e-867b-bae4e0bd2245,ocd-bill/5a665ba7-e139-43e9-b2f9-ea92319b91df,S 309,119,companion
77e142d3-eb72-40f8-b4e5-1cd9cb95dff7,ocd-bill/7de3ad99-47ef-46ce-8009-40df71de5acf,ocd-bill/3c35f692-9ffe-452b-88c6-509e46aba68c,S 244,119,companion
845c9d62-eeab-46de-9a57-fa0a4ba90bb3,ocd-bill/d84ce625-6bd3-4243-9a4c-ad320770ed4b,ocd-bill/a0f4cbf2-ad66-4601-863a-e0130c4da8ff,HR 472,119,companion
25605c4c-2994-401b-955f-69e794effe24,ocd-bill/493fc745-12f5-45fd-9ed4-2825a9948bca,ocd-bill/7f6318da-89e2-400c-bbda-86256d873fc9,HR 888,119,companion
1ff7dee1-ffb8-40ac-8cf7-ec1e04c4665c,ocd-bill/4414dd1b-c0fa-440d-a004-e5a7d09dfaed,ocd-bill/b7323f2c-9b08-44bf-b8c6-acd9e42ae429,HR 863,119,companion
d9ea478e-c36f-4b3a-8371-b7eca1916406,ocd-bill/c6922a7b-2a28-4b4d-9941-845252e0d259,ocd-bill/3ca69076-4028-402c-b7a2-6ccd362b64e5,HR 821,119,companion
0a983a58-bd5c-4a0c-ad47-57d979115ea5,ocd-bill/0cedc267-ec32-41e5-9de0-e78367fc8656,ocd-bill/731bd0a6-1533-46d2-a871-a721c1801b11,HR 130,119,companion
9e55ea0a-02a8-4fc1-a2e5-b0bca26f2953,ocd-bill/b7323f2c-9b08-44bf-b8c6-acd9e42ae429,ocd-bill/4414dd1b-c0fa-440d-a004-e5a7d09dfaed,S 61,119,companion
